#start
#stop
# omega	 amplitude	 phase
260.438	3.87404e-05	-2.64674
260.595	4.57912e-05	1.83971
260.752	5.31494e-05	0.353227
260.909	4.78668e-05	-1.10336
261.066	3.90755e-05	-2.83305
261.223	4.45165e-05	1.63059
261.381	5.25652e-05	0.11695
261.538	4.87661e-05	-1.33326
261.695	3.97029e-05	-3.02199
261.852	4.33228e-05	1.42886
262.009	5.1707e-05	-0.116359
262.166	4.93819e-05	-1.56686
262.323	4.04959e-05	3.06343
262.48	4.24293e-05	1.23084
262.637	5.08124e-05	-0.345076
262.794	4.97859e-05	-1.79989
262.951	4.12952e-05	2.85997
263.108	4.17488e-05	1.03425
263.265	4.99192e-05	-0.570422
263.423	5.00362e-05	-2.03197
263.58	4.20712e-05	2.65249
263.737	4.12348e-05	0.838606
263.894	4.9014e-05	-0.792688
264.051	5.0116e-05	-2.26322
264.208	4.2772e-05	2.44065
264.365	4.09001e-05	0.641595
264.522	4.81966e-05	-1.01237
264.679	5.01087e-05	-2.49226
264.836	4.33525e-05	2.22712
264.993	4.06288e-05	0.441959
265.15	4.749e-05	-1.23216
265.307	5.01708e-05	-2.72001
265.465	4.3945e-05	2.01536
265.622	4.02988e-05	0.244482
265.779	4.664e-05	-1.45259
265.936	5.0155e-05	-2.95109
266.093	4.465e-05	1.79937
266.25	4.01899e-05	0.0485791
266.407	4.57949e-05	-1.66934
266.564	5.00356e-05	3.10158
266.721	4.53649e-05	1.58111
266.878	4.02562e-05	-0.145975
267.035	4.49232e-05	-1.88101
267.192	4.96917e-05	2.87298
267.35	4.58969e-05	1.35997
267.507	4.03996e-05	-0.344225
267.664	4.41162e-05	-2.09136
267.821	4.9249e-05	2.64485
267.978	4.63232e-05	1.13555
268.135	4.06933e-05	-0.547583
268.292	4.35663e-05	-2.30021
268.449	4.89156e-05	2.4211
268.606	4.66773e-05	0.91564
268.763	4.08147e-05	-0.749245
268.92	4.28357e-05	-2.51085
269.077	4.84928e-05	2.1928
269.234	4.71306e-05	0.690382
269.392	4.12291e-05	-0.952476
269.549	4.2267e-05	-2.716
269.706	4.79896e-05	1.96852
269.863	4.74497e-05	0.465772
270.02	4.16392e-05	-1.15715
270.177	4.17201e-05	-2.91946
270.334	4.7383e-05	1.7452
270.491	4.76543e-05	0.239523
270.648	4.20906e-05	-1.36512
270.805	4.12799e-05	-3.12188
270.962	4.67368e-05	1.52345
271.119	4.77585e-05	0.0123949
271.277	4.25636e-05	-1.57645
271.434	4.09815e-05	2.95884
271.591	4.61395e-05	1.30355
271.748	4.78379e-05	-0.213727
271.905	4.30378e-05	-1.78784
272.062	4.06873e-05	2.75786
272.219	4.5444e-05	1.08388
272.376	4.78546e-05	-0.442545
272.533	4.36526e-05	-2.00258
272.69	4.06127e-05	2.56052
272.847	4.46582e-05	0.870398
273.004	4.75598e-05	-0.6704
273.161	4.40856e-05	-2.2234
273.319	4.07363e-05	2.35753
273.476	4.41023e-05	0.659161
273.633	4.72695e-05	-0.894345
273.79	4.43858e-05	-2.44316
273.947	4.08199e-05	2.15227
274.104	4.3595e-05	0.446963
274.261	4.70169e-05	-1.11857
274.418	4.4736e-05	-2.6633
274.575	4.09966e-05	1.94814
274.732	4.30767e-05	0.238117
274.889	4.66149e-05	-1.34163
275.046	4.49694e-05	-2.88611
275.204	4.12798e-05	1.7405
275.361	4.27213e-05	0.0316384
275.518	4.61629e-05	-1.56039
275.675	4.49737e-05	-3.10799
275.832	4.14359e-05	1.52769
275.989	4.25149e-05	-0.179264
276.146	4.59331e-05	-1.77857
276.303	4.50632e-05	2.95721
276.46	4.14947e-05	1.31793
276.617	4.21892e-05	-0.391044
276.774	4.57086e-05	-1.99893
276.931	4.52476e-05	2.73919
277.088	4.15665e-05	1.11123
277.246	4.16889e-05	-0.601475
277.403	4.53306e-05	-2.22335
277.56	4.55316e-05	2.51541
277.717	4.19408e-05	0.904122
277.874	4.12814e-05	-0.804939
278.031	4.4718e-05	-2.44448
278.188	4.5609e-05	2.28783
278.345	4.24444e-05	0.691073
278.502	4.11409e-05	-1.00598
278.659	4.40691e-05	-2.6598
278.816	4.5444e-05	2.06082
278.973	4.28834e-05	0.472445
279.131	4.12508e-05	-1.20923
279.288	4.35781e-05	-2.86986
279.445	4.51413e-05	1.83902
279.602	4.30726e-05	0.253649
279.759	4.12806e-05	-1.41672
279.916	4.31391e-05	-3.08232
280.073	4.48845e-05	1.616
280.23	4.3323e-05	0.0335287
280.387	4.14285e-05	-1.62408
280.544	4.27508e-05	2.99105
280.701	4.45593e-05	1.39451
280.858	4.35195e-05	-0.187718
281.015	4.16503e-05	-1.83247
281.173	4.24203e-05	2.78364
281.33	4.41421e-05	1.17512
281.487	4.35957e-05	-0.410184
281.644	4.18974e-05	-2.04356
281.801	4.21752e-05	2.57687
281.958	4.36855e-05	0.957292
282.115	4.35847e-05	-0.63391
282.272	4.22007e-05	-2.2575
282.429	4.20757e-05	2.37122
282.586	4.32106e-05	0.743174
282.743	4.33986e-05	-0.85709
282.9	4.24228e-05	-2.47554
283.057	4.21105e-05	2.16247
283.215	4.28826e-05	0.530329
283.372	4.3232e-05	-1.078
283.529	4.26223e-05	-2.69291
283.686	4.21703e-05	1.95438
283.843	4.25339e-05	0.319585
284	4.29504e-05	-1.29821
284.157	4.27408e-05	-2.91245
284.314	4.22807e-05	1.74411
284.471	4.22495e-05	0.109378
284.628	4.26439e-05	-1.51785
284.785	4.28466e-05	-3.13339
284.942	4.24895e-05	1.53296
285.1	4.20506e-05	-0.0982446
285.257	4.22638e-05	-1.73456
285.414	4.28216e-05	2.9285
285.571	4.26712e-05	1.31969
285.728	4.18772e-05	-0.306205
285.885	4.18339e-05	-1.95169
286.042	4.27895e-05	2.70394
286.199	4.30504e-05	1.10395
286.356	4.19373e-05	-0.50967
286.513	4.12936e-05	-2.16072
286.67	4.23668e-05	2.47982
286.827	4.32455e-05	0.879602
286.984	4.22741e-05	-0.720642
287.142	4.11199e-05	-2.36617
287.299	4.19295e-05	2.26377
287.456	4.31635e-05	0.657084
287.613	4.24939e-05	-0.936608
287.77	4.11174e-05	-2.57461
287.927	4.1631e-05	2.05111
288.084	4.2985e-05	0.438379
288.241	4.25382e-05	-1.15335
288.398	4.10957e-05	-2.78673
288.555	4.1445e-05	1.8374
288.712	4.28553e-05	0.221638
288.869	4.25005e-05	-1.36872
289.027	4.09787e-05	-3.00081
289.184	4.13039e-05	1.62009
289.341	4.29042e-05	0.00379711
289.498	4.2621e-05	-1.58096
289.655	4.08381e-05	3.07363
289.812	4.09669e-05	1.4051
289.969	4.27742e-05	-0.216259
290.126	4.2703e-05	-1.79718
290.283	4.07715e-05	2.86212
290.44	4.0726e-05	1.18918
290.597	4.27448e-05	-0.436185
290.754	4.28772e-05	-2.0117
290.911	4.0707e-05	2.6538
291.069	4.03733e-05	0.97452
291.226	4.26508e-05	-0.658112
291.383	4.31319e-05	-2.22785
291.54	4.07391e-05	2.44774
291.697	3.99337e-05	0.763207
291.854	4.23962e-05	-0.881119
292.011	4.33722e-05	-2.44748
292.168	4.08873e-05	2.24088
292.325	3.94977e-05	0.554361
292.482	4.2032e-05	-1.10488
292.639	4.36306e-05	-2.67065
292.796	4.12275e-05	2.0333
292.954	3.91259e-05	0.350781
293.111	4.14719e-05	-1.32651
293.268	4.37464e-05	-2.89785
293.425	4.17152e-05	1.82084
293.582	3.89876e-05	0.150213
293.739	4.08532e-05	-1.54247
293.896	4.36455e-05	-3.12466
294.053	4.21348e-05	1.60416
294.21	3.89873e-05	-0.0521547
294.367	4.0293e-05	-1.75608
294.524	4.3486e-05	2.9327
294.681	4.25332e-05	1.38654
294.838	3.90313e-05	-0.253994
294.996	3.9662e-05	-1.96816
295.153	4.32116e-05	2.70455
295.31	4.29923e-05	1.16425
295.467	3.93354e-05	-0.456266
295.624	3.91227e-05	-2.1735
295.781	4.27396e-05	2.48047
295.938	4.3219e-05	0.940116
296.095	3.96237e-05	-0.663983
296.252	3.87242e-05	-2.38059
296.409	4.23711e-05	2.25721
296.566	4.34988e-05	0.717691
296.723	3.99103e-05	-0.869188
296.881	3.81969e-05	-2.58593
297.038	4.187e-05	2.03061
297.195	4.38637e-05	0.490343
297.352	4.04713e-05	-1.07455
297.509	3.77284e-05	-2.78334
297.666	4.10865e-05	1.80633
297.823	4.40437e-05	0.25742
297.98	4.12342e-05	-1.28663
298.137	3.757e-05	-2.97607
298.294	4.01943e-05	1.5894
298.451	4.3935e-05	0.0242041
298.608	4.19432e-05	-1.50504
298.765	3.76557e-05	3.11292
298.923	3.93483e-05	1.37762
299.08	4.36567e-05	-0.207607
299.237	4.25631e-05	-1.72687
299.394	3.7883e-05	2.91651
299.551	3.85492e-05	1.16899
299.708	4.32796e-05	-0.439035
299.865	4.31663e-05	-1.95129
300.022	3.82695e-05	2.71967
300.179	3.77394e-05	0.965559
300.336	4.26827e-05	-0.670382
300.493	4.3665e-05	-2.18103
300.65	3.88738e-05	2.51771
300.807	3.7125e-05	0.767056
300.965	4.19849e-05	-0.89825
301.122	4.40421e-05	-2.41244
301.279	3.96067e-05	2.31215
301.436	3.66789e-05	0.57391
301.593	4.11205e-05	-1.12103
301.75	4.41404e-05	-2.64497
301.907	4.02859e-05	2.09995
302.064	3.64259e-05	0.379439
302.221	4.02758e-05	-1.34119
302.378	4.41204e-05	-2.87792
302.535	4.0959e-05	1.88309
302.692	3.63893e-05	0.183496
302.85	3.95377e-05	-1.55765
303.007	4.40523e-05	-3.1084
303.164	4.15805e-05	1.66586
303.321	3.64093e-05	-0.0125622
303.478	3.87982e-05	-1.77229
303.635	4.39267e-05	2.94479
303.792	4.21777e-05	1.44787
303.949	3.64647e-05	-0.20829
304.106	3.80041e-05	-1.98609
304.263	4.37504e-05	2.71302
304.42	4.28481e-05	1.22767
304.577	3.66644e-05	-0.401885
304.734	3.71057e-05	-2.19542
304.892	4.33618e-05	2.47947
305.049	4.34862e-05	1.0016
305.206	3.71251e-05	-0.598963
305.363	3.63512e-05	-2.39853
305.52	4.28441e-05	2.24962
305.677	4.39585e-05	0.774844
305.834	3.75917e-05	-0.799566
305.991	3.56527e-05	-2.60102
306.148	4.23036e-05	2.01936
306.305	4.44487e-05	0.546524
306.462	3.81849e-05	-1.00074
306.619	3.49618e-05	-2.79888
306.777	4.16031e-05	1.78879
306.934	4.48893e-05	0.314095
307.091	3.8991e-05	-1.20574
307.248	3.44456e-05	-2.98977
307.405	4.07215e-05	1.56252
307.562	4.51097e-05	0.0797708
307.719	3.98345e-05	-1.41672
307.876	3.41479e-05	3.10485
308.033	3.97631e-05	1.34061
308.19	4.51228e-05	-0.155231
308.347	4.06427e-05	-1.63363
308.504	3.40974e-05	2.91506
308.661	3.88623e-05	1.1235
308.819	4.5e-05	-0.388226
308.976	4.13459e-05	-1.85313
309.133	3.41718e-05	2.72269
309.29	3.80353e-05	0.909117
309.447	4.48148e-05	-0.619191
309.604	4.19478e-05	-2.07286
309.761	3.42349e-05	2.52839
309.918	3.72023e-05	0.69334
310.075	4.46635e-05	-0.852635
310.232	4.26984e-05	-2.29482
310.389	3.45204e-05	2.33736
310.546	3.62884e-05	0.484689
310.704	4.42502e-05	-1.08526
310.861	4.32804e-05	-2.52128
311.018	3.49517e-05	2.14006
311.175	3.5558e-05	0.279092
311.332	4.38273e-05	-1.31445
311.489	4.37554e-05	-2.74633
311.646	3.53336e-05	1.94095
311.803	3.4835e-05	0.0726709
311.96	4.34303e-05	-1.54491
312.117	4.43045e-05	-2.97197
312.274	3.58136e-05	1.74351
312.431	3.40253e-05	-0.129879
312.588	4.28812e-05	-1.77728
312.746	4.48552e-05	3.08147
312.903	3.65023e-05	1.54406
313.06	3.32527e-05	-0.325374
313.217	4.21127e-05	-2.00896
313.374	4.52734e-05	2.84713
313.531	3.73802e-05	1.33794
313.688	3.27316e-05	-0.51449
313.845	4.12319e-05	-2.2352
314.002	4.54704e-05	2.61312
314.159	3.82016e-05	1.12705
314.316	3.23407e-05	-0.703273
314.473	4.03137e-05	-2.4604
314.631	4.5606e-05	2.37717
314.788	3.91389e-05	0.912045
314.945	3.2176e-05	-0.887167
315.102	3.92667e-05	-2.68007
315.259	4.54911e-05	2.14053
315.416	4.00324e-05	0.690512
315.573	3.23147e-05	-1.07155
315.73	3.82206e-05	-2.89195
315.887	4.507e-05	1.90651
316.044	4.06433e-05	0.463229
316.201	3.26419e-05	-1.2664
316.358	3.74848e-05	-3.10149
316.515	4.47348e-05	1.6773
316.673	4.11743e-05	0.239071
316.83	3.29402e-05	-1.46199
316.987	3.67463e-05	2.9735
317.144	4.43209e-05	1.44895
317.301	4.15931e-05	0.0140025
317.458	3.32398e-05	-1.66141
317.615	3.60793e-05	2.76445
317.772	4.39582e-05	1.22005
317.929	4.20783e-05	-0.211574
318.086	3.36491e-05	-1.85974
318.243	3.5387e-05	2.55939
318.4	4.34716e-05	0.991436
318.557	4.25178e-05	-0.439515
318.715	3.4197e-05	-2.05955
318.872	3.47053e-05	2.36022
319.029	4.2739e-05	0.764267
319.186	4.27267e-05	-0.672503
319.343	3.48834e-05	-2.26963
319.5	3.43866e-05	2.16412
319.657	4.20453e-05	0.544442
319.814	4.27095e-05	-0.902169
319.971	3.54284e-05	-2.48519
320.128	3.429e-05	1.96516
320.285	4.1509e-05	0.32955
320.442	4.25776e-05	-1.12593
320.6	3.56994e-05	-2.70087
320.757	3.4153e-05	1.7594
320.914	4.11289e-05	0.112072
321.071	4.25714e-05	-1.3484
321.228	3.59643e-05	-2.91402
321.385	3.39555e-05	1.55374
321.542	4.07327e-05	-0.106582
321.699	4.2586e-05	-1.57172
321.856	3.62642e-05	-3.12753
322.013	3.37888e-05	1.34893
322.17	4.03247e-05	-0.324329
322.327	4.25551e-05	-1.79476
322.484	3.6519e-05	2.94087
322.642	3.36544e-05	1.14198
322.799	4.00103e-05	-0.54285
322.956	4.26346e-05	-2.01694
323.113	3.68418e-05	2.72908
323.27	3.34633e-05	0.938892
323.427	3.95596e-05	-0.760818
323.584	4.2622e-05	-2.24083
323.741	3.71796e-05	2.51494
323.898	3.33314e-05	0.736645
324.055	3.9056e-05	-0.977411
324.212	4.25062e-05	-2.46578
324.369	3.75035e-05	2.29703
324.527	3.33436e-05	0.532927
324.684	3.86289e-05	-1.1911
324.841	4.23203e-05	-2.68848
324.998	3.77175e-05	2.07775
325.155	3.34159e-05	0.325331
325.312	3.8362e-05	-1.40386
325.469	4.219e-05	-2.90722
325.626	3.78144e-05	1.86207
325.783	3.33392e-05	0.115819
325.94	3.81073e-05	-1.62015
326.097	4.21559e-05	-3.12683
326.254	3.79514e-05	1.64798
326.411	3.32022e-05	-0.0930023
326.569	3.78326e-05	-1.83846
326.726	4.21974e-05	2.93546
326.883	3.81723e-05	1.43508
327.04	3.30396e-05	-0.299288
327.197	3.74893e-05	-2.05738
327.354	4.22551e-05	2.71307
327.511	3.84656e-05	1.22244
327.668	3.28657e-05	-0.502798
327.825	3.70423e-05	-2.27664
327.982	4.22838e-05	2.4881
328.139	3.88482e-05	1.00777
328.296	3.27885e-05	-0.704248
328.454	3.65629e-05	-2.49363
328.611	4.22601e-05	2.26352
328.768	3.92082e-05	0.79329
328.925	3.2656e-05	-0.90485
329.082	3.59872e-05	-2.71315
329.239	4.22747e-05	2.03447
329.396	3.9786e-05	0.576395
329.553	3.27129e-05	-1.09942
329.71	3.52483e-05	-2.92658
329.867	4.20377e-05	1.8042
330.024	4.02832e-05	0.35409
330.181	3.29211e-05	-1.29761
330.338	3.45857e-05	-3.13798
330.496	4.17984e-05	1.57384
330.653	4.08636e-05	0.130583
330.81	3.32978e-05	-1.49283
330.967	3.3823e-05	2.94103
331.124	4.12741e-05	1.34366
331.281	4.12715e-05	-0.0983585
331.438	3.38124e-05	-1.69504
331.595	3.3233e-05	2.7396
331.752	4.07272e-05	1.11547
331.909	4.1643e-05	-0.328347
332.066	3.44483e-05	-1.89935
332.223	3.27376e-05	2.54354
332.381	4.00529e-05	0.890509
332.538	4.18585e-05	-0.559146
332.695	3.50966e-05	-2.10748
332.852	3.23295e-05	2.34978
333.009	3.92746e-05	0.667153
333.166	4.19372e-05	-0.792338
333.323	3.57986e-05	-2.32147
333.48	3.21359e-05	2.15755
333.637	3.84921e-05	0.448007
333.794	4.18864e-05	-1.02482
333.951	3.64671e-05	-2.53897
334.108	3.2088e-05	1.96523
334.265	3.77109e-05	0.23204
334.423	4.17305e-05	-1.25701
334.58	3.71227e-05	-2.7597
334.737	3.22138e-05	1.7733
334.894	3.69225e-05	0.0215746
335.051	4.13626e-05	-1.48712
335.208	3.75809e-05	-2.98439
335.365	3.24332e-05	1.57447
335.522	3.6313e-05	-0.188554
335.679	4.10612e-05	-1.7152
335.836	3.80273e-05	3.07544
335.993	3.26613e-05	1.37577
336.15	3.56837e-05	-0.397895
336.307	4.07336e-05	-1.94429
336.465	3.8533e-05	2.85061
336.622	3.30156e-05	1.17928
336.779	3.49624e-05	-0.601911
336.936	4.01613e-05	-2.17438
337.093	3.89501e-05	2.61888
337.25	3.36446e-05	0.977088
337.407	3.44561e-05	-0.798246
337.564	3.94158e-05	-2.39819
337.721	3.90741e-05	2.38539
337.878	3.42991e-05	0.765351
338.035	3.42752e-05	-0.994132
338.192	3.87567e-05	-2.61463
338.35	3.8985e-05	2.15682
338.507	3.47271e-05	0.549835
338.664	3.41614e-05	-1.19578
338.821	3.82498e-05	-2.83155
338.978	3.89611e-05	1.93029
339.135	3.51294e-05	0.335959
339.292	3.40025e-05	-1.39705
339.449	3.76859e-05	-3.04981
339.606	3.89527e-05	1.70059
339.763	3.56983e-05	0.11992
339.92	3.40213e-05	-1.59322
340.077	3.70221e-05	3.02207
340.234	3.86651e-05	1.47212
340.392	3.61001e-05	-0.101939
340.549	3.41607e-05	-1.79491
340.706	3.64949e-05	2.81142
340.863	3.84011e-05	1.24451
341.02	3.65414e-05	-0.324634
341.177	3.44321e-05	-1.99507
341.334	3.59516e-05	2.60655
341.491	3.79105e-05	1.01882
341.648	3.68082e-05	-0.552436
341.805	3.48437e-05	-2.20186
341.962	3.56395e-05	2.40397
342.119	3.74208e-05	0.798304
342.277	3.69248e-05	-0.77899
342.434	3.52188e-05	-2.41196
342.591	3.54178e-05	2.20122
342.748	3.69266e-05	0.579895
342.905	3.69534e-05	-1.00558
343.062	3.55864e-05	-2.6247
343.219	3.52722e-05	1.99838
343.376	3.64206e-05	0.362814
343.533	3.69285e-05	-1.23334
343.69	3.60164e-05	-2.84007
343.847	3.52602e-05	1.79719
344.004	3.58826e-05	0.149712
344.161	3.67655e-05	-1.46144
344.319	3.64525e-05	-3.05943
344.476	3.54205e-05	1.59617
344.633	3.53562e-05	-0.0578184
344.79	3.63999e-05	-1.68816
344.947	3.67857e-05	2.99928
345.104	3.57555e-05	1.39146
345.261	3.49634e-05	-0.260349
345.418	3.58583e-05	-1.91067
345.575	3.6889e-05	2.7705
345.732	3.6178e-05	1.17799
345.889	3.49061e-05	-0.463577
346.046	3.54679e-05	-2.12559
346.204	3.68477e-05	2.54805
346.361	3.63738e-05	0.964559
346.518	3.47385e-05	-0.670864
346.675	3.50964e-05	-2.34513
346.832	3.69404e-05	2.32242
346.989	3.67711e-05	0.751703
347.146	3.4667e-05	-0.872373
347.303	3.45822e-05	-2.56033
347.46	3.68773e-05	2.09467
347.617	3.7224e-05	0.535081
347.774	3.47448e-05	-1.07147
347.931	3.39529e-05	-2.76988
348.088	3.65469e-05	1.86446
348.246	3.76526e-05	0.309777
348.403	3.51427e-05	-1.27474
348.56	3.35235e-05	-2.9712
348.717	3.60093e-05	1.64052
348.874	3.77988e-05	0.0811834
349.031	3.55705e-05	-1.48719
349.188	3.33989e-05	3.10861
349.345	3.56573e-05	1.42203
349.502	3.79373e-05	-0.14158
349.659	3.59024e-05	-1.69566
349.816	3.31113e-05	2.90777
349.973	3.50906e-05	1.20119
350.131	3.7998e-05	-0.370762
350.288	3.64034e-05	-1.90963
350.445	3.30436e-05	2.71027
350.602	3.44407e-05	0.986179
350.759	3.78321e-05	-0.601075
350.916	3.68565e-05	-2.13054
351.073	3.32043e-05	2.50872
351.23	3.39637e-05	0.774999
351.387	3.7672e-05	-0.827841
351.544	3.72964e-05	-2.34992
351.701	3.33869e-05	2.30986
351.858	3.33583e-05	0.567606
352.015	3.72972e-05	-1.05663
352.173	3.76937e-05	-2.57574
352.33	3.38006e-05	2.10747
352.487	3.28854e-05	0.36707
352.644	3.673e-05	-1.28083
352.801	3.78402e-05	-2.80453
352.958	3.42302e-05	1.89674
353.115	3.26501e-05	0.165211
353.272	3.62626e-05	-1.50119
353.429	3.79319e-05	-3.03075
353.586	3.46082e-05	1.68534
353.743	3.2434e-05	-0.0368415
353.9	3.57767e-05	-1.72129
354.057	3.79942e-05	3.0251
354.215	3.50322e-05	1.47181
354.372	3.23191e-05	-0.237893
354.529	3.52992e-05	-1.93891
354.686	3.8008e-05	2.79885
354.843	3.54278e-05	1.25804
355	3.21966e-05	-0.438573
355.157	3.4775e-05	-2.15708
355.314	3.80225e-05	2.57054
355.471	3.59158e-05	1.04313
355.628	3.21403e-05	-0.636202
355.785	3.41577e-05	-2.37364
355.942	3.79907e-05	2.33966
356.1	3.65428e-05	0.826386
356.257	3.22151e-05	-0.827367
356.414	3.32838e-05	-2.58378
356.571	3.75941e-05	2.10391
356.728	3.71298e-05	0.597287
356.885	3.27082e-05	-1.02581
357.042	3.27203e-05	-2.78526
357.199	3.71458e-05	1.87603
357.356	3.7568e-05	0.371081
357.513	3.31576e-05	-1.22356
357.67	3.20238e-05	-2.98285
357.827	3.64085e-05	1.64578
357.984	3.78568e-05	0.136314
358.142	3.38046e-05	-1.43036
358.299	3.15655e-05	3.10603
358.456	3.5603e-05	1.41787
358.613	3.80626e-05	-0.102774
358.77	3.46596e-05	-1.64442
358.927	3.14488e-05	2.91608
359.084	3.48166e-05	1.197
359.241	3.82115e-05	-0.340752
359.398	3.56865e-05	-1.85903
359.555	3.15357e-05	2.7382
359.712	3.36243e-05	0.988933
359.869	3.77128e-05	-0.582126
360.027	3.6496e-05	-2.09022
360.184	3.20906e-05	2.55093
360.341	3.25907e-05	0.792972
360.498	3.67382e-05	-0.821257
360.655	3.69339e-05	-2.33905
360.812	3.32986e-05	2.33699
360.969	3.27878e-05	0.608488
361.126	3.61378e-05	-1.02506
361.283	3.66132e-05	-2.55764
361.44	3.32661e-05	2.12331
361.597	3.24657e-05	0.395747
361.754	3.59016e-05	-1.25043
361.911	3.69389e-05	-2.78082
362.069	3.35925e-05	1.92008
362.226	3.19531e-05	0.19349
362.383	3.53462e-05	-1.47941
362.54	3.72908e-05	-3.01396
362.697	3.43362e-05	1.71267
362.854	3.1716e-05	0.00404381
363.011	3.45088e-05	-1.69769
363.168	3.72134e-05	3.03434
363.325	3.49851e-05	1.49445
363.482	3.17663e-05	-0.189
363.639	3.37589e-05	-1.91
363.796	3.69579e-05	2.80144
363.954	3.55169e-05	1.27082
364.111	3.20078e-05	-0.387215
364.268	3.31813e-05	-2.11834
364.425	3.66543e-05	2.5723
364.582	3.59485e-05	1.04627
364.739	3.23333e-05	-0.588727
364.896	3.27383e-05	-2.32369
365.053	3.63269e-05	2.34764
365.21	3.62403e-05	0.823677
365.367	3.25656e-05	-0.792651
365.524	3.2317e-05	-2.53157
365.681	3.60931e-05	2.12205
365.838	3.66458e-05	0.603475
365.996	3.27908e-05	-0.989948
366.153	3.15974e-05	-2.73533
366.31	3.55336e-05	1.88924
366.467	3.70622e-05	0.37086
366.624	3.34238e-05	-1.19415
366.781	3.11536e-05	-2.92938
366.938	3.47824e-05	1.66296
367.095	3.72361e-05	0.134177
367.252	3.41952e-05	-1.40841
367.409	3.11284e-05	-3.12058
367.566	3.41003e-05	1.44821
367.723	3.71608e-05	-0.0961308
367.88	3.47445e-05	-1.62453
368.038	3.1122e-05	2.96894
368.195	3.33709e-05	1.23572
368.352	3.68757e-05	-0.327037
368.509	3.51284e-05	-1.84785
368.666	3.12671e-05	2.76556
368.823	3.2956e-05	1.02213
368.98	3.68242e-05	-0.55363
369.137	3.55929e-05	-2.06421
369.294	3.1305e-05	2.56939
369.451	3.22674e-05	0.809724
369.608	3.65723e-05	-0.786041
369.765	3.60998e-05	-2.28866
369.923	3.16035e-05	2.37021
370.08	3.17074e-05	0.602176
370.237	3.62994e-05	-1.0164
370.394	3.66564e-05	-2.51329
370.551	3.20552e-05	2.17488
370.708	3.10216e-05	0.404692
370.865	3.56093e-05	-1.2462
371.022	3.69255e-05	-2.74772
371.179	3.27075e-05	1.96581
371.336	3.0766e-05	0.210096
371.493	3.49776e-05	-1.46641
371.65	3.6959e-05	-2.97779
371.807	3.31822e-05	1.75194
371.965	3.06253e-05	0.0106353
372.122	3.44841e-05	-1.68543
372.279	3.70195e-05	3.078
372.436	3.36253e-05	1.53936
372.593	3.04635e-05	-0.187929
372.75	3.39332e-05	-1.90443
372.907	3.7035e-05	2.84904
373.064	3.41016e-05	1.3245
373.221	3.03797e-05	-0.385569
373.378	3.33495e-05	-2.12193
373.535	3.69976e-05	2.61873
373.692	3.46342e-05	1.10682
373.85	3.0439e-05	-0.581534
374.007	3.27388e-05	-2.33485
374.164	3.68211e-05	2.38905
374.321	3.51052e-05	0.885822
374.478	3.06153e-05	-0.779741
374.635	3.21973e-05	-2.54455
374.792	3.65921e-05	2.16181
374.949	3.5497e-05	0.665343
375.106	3.07492e-05	-0.978324
375.263	3.15681e-05	-2.75516
375.42	3.63076e-05	1.93006
375.577	3.60134e-05	0.439421
375.734	3.11692e-05	-1.17598
375.892	3.09668e-05	-2.95575
376.049	3.57423e-05	1.7017
376.206	3.62834e-05	0.208204
376.363	3.16895e-05	-1.3835
376.52	3.0645e-05	3.12805
376.677	3.52416e-05	1.47856
376.834	3.64735e-05	-0.0206006
376.991	3.21963e-05	-1.59238
377.148	3.03826e-05	2.93094
377.305	3.46559e-05	1.25823
377.462	3.65062e-05	-0.25039
377.619	3.26802e-05	-1.80679
377.777	3.02893e-05	2.73257
377.934	3.41348e-05	1.04166
378.091	3.64516e-05	-0.477787
378.248	3.30753e-05	-2.02308
378.405	3.02589e-05	2.53184
378.562	3.3682e-05	0.826589
378.719	3.63697e-05	-0.702973
378.876	3.33811e-05	-2.23915
379.033	3.01896e-05	2.32868
379.19	3.3262e-05	0.609107
379.347	3.63781e-05	-0.929463
379.504	3.38024e-05	-2.45414
379.661	3.01528e-05	2.13036
379.819	3.26998e-05	0.394378
379.976	3.62292e-05	-1.15819
380.133	3.4209e-05	-2.67432
380.29	3.02651e-05	1.92981
380.447	3.22177e-05	0.182376
380.604	3.60609e-05	-1.38526
380.761	3.46013e-05	-2.89441
380.918	3.04042e-05	1.73017
381.075	3.16752e-05	-0.0278079
381.232	3.57963e-05	-1.61397
381.389	3.50074e-05	-3.11825
381.546	3.06932e-05	1.52983
381.704	3.11503e-05	-0.233173
381.861	3.53858e-05	-1.84195
382.018	3.53361e-05	2.93673
382.175	3.11456e-05	1.32494
382.332	3.07925e-05	-0.433648
382.489	3.49032e-05	-2.06494
382.646	3.55061e-05	2.70865
382.803	3.15899e-05	1.11586
382.96	3.05462e-05	-0.633139
383.117	3.43882e-05	-2.28475
383.274	3.554e-05	2.48055
383.431	3.19979e-05	0.902083
383.588	3.04399e-05	-0.834197
383.746	3.39447e-05	-2.50152
383.903	3.55073e-05	2.25493
384.06	3.23152e-05	0.686941
384.217	3.0368e-05	-1.03797
384.374	3.35818e-05	-2.7181
384.531	3.55046e-05	2.03126
384.688	3.25872e-05	0.47354
384.845	3.02238e-05	-1.24223
385.002	3.31951e-05	-2.93736
385.159	3.55786e-05	1.80532
385.316	3.29827e-05	0.261176
385.473	3.00741e-05	-1.4415
385.63	3.26372e-05	3.12686
