#start
#stop
# omega	 amplitude	 phase
135.088	8.73452e-05	-0.652695
135.246	8.98508e-05	-2.23289
135.403	8.59854e-05	2.45912
135.56	8.28018e-05	0.790562
135.717	8.64778e-05	-0.870672
135.874	8.96644e-05	-2.45321
136.031	8.60822e-05	2.24652
136.188	8.21993e-05	0.581696
136.345	8.55577e-05	-1.08827
136.502	8.9422e-05	-2.67431
136.659	8.6236e-05	2.03293
136.816	8.16887e-05	0.373369
136.973	8.46093e-05	-1.30508
137.131	8.91233e-05	-2.89587
137.288	8.64391e-05	1.81848
137.445	8.12723e-05	0.1657
137.602	8.36251e-05	-1.5208
137.759	8.87387e-05	-3.11772
137.916	8.66553e-05	1.60305
138.073	8.09392e-05	-0.0417751
138.23	8.26257e-05	-1.73578
138.387	8.83082e-05	2.94317
138.544	8.69298e-05	1.38691
138.701	8.07044e-05	-0.24825
138.858	8.15501e-05	-1.94922
139.015	8.77305e-05	2.7203
139.173	8.72045e-05	1.16904
139.33	8.06034e-05	-0.454831
139.487	8.04592e-05	-2.16118
139.644	8.70173e-05	2.49688
139.801	8.74855e-05	0.948976
139.958	8.07165e-05	-0.662192
140.115	7.94763e-05	-2.3709
140.272	8.62048e-05	2.27458
140.429	8.77003e-05	0.728158
140.586	8.09276e-05	-0.869999
140.743	7.85255e-05	-2.57878
140.9	8.5247e-05	2.05276
141.058	8.78314e-05	0.50581
141.215	8.12687e-05	-1.07904
141.372	7.76703e-05	-2.78469
141.529	8.41361e-05	1.8321
141.686	8.78046e-05	0.281912
141.843	8.16973e-05	-1.29055
142	7.70056e-05	-2.98978
142.157	8.29982e-05	1.61304
142.314	8.76625e-05	0.0576569
142.471	8.21636e-05	-1.50371
142.628	7.64946e-05	3.0889
142.785	8.1851e-05	1.39557
142.942	8.74229e-05	-0.166457
143.1	8.26268e-05	-1.71767
143.257	7.6039e-05	2.88514
143.414	8.05983e-05	1.17877
143.571	8.70627e-05	-0.392153
143.728	8.31832e-05	-1.93416
143.885	7.58306e-05	2.68196
144.042	7.93519e-05	0.964634
144.199	8.65375e-05	-0.617588
144.356	8.37094e-05	-2.15257
144.513	7.5814e-05	2.47847
144.67	7.81471e-05	0.753031
144.827	8.58476e-05	-0.842163
144.985	8.41285e-05	-2.37238
145.142	7.59005e-05	2.27391
145.299	7.6976e-05	0.542845
145.456	8.50296e-05	-1.06673
145.613	8.4497e-05	-2.59424
145.77	7.61799e-05	2.0679
145.927	7.59438e-05	0.334985
146.084	8.41035e-05	-1.28972
146.241	8.47328e-05	-2.81688
146.398	7.65337e-05	1.86029
146.555	7.50204e-05	0.128531
146.712	8.30864e-05	-1.51147
146.869	8.48298e-05	-3.0403
147.027	7.69259e-05	1.65067
147.184	7.42287e-05	-0.0774833
147.341	8.20624e-05	-1.73235
147.498	8.48773e-05	3.01913
147.655	7.73861e-05	1.44024
147.812	7.35205e-05	-0.28197
147.969	8.09335e-05	-1.95206
148.126	8.47846e-05	2.79442
148.283	7.78889e-05	1.2276
148.44	7.2978e-05	-0.485971
148.597	7.97966e-05	-2.17024
148.754	8.45898e-05	2.56963
148.911	7.84053e-05	1.01357
149.069	7.25593e-05	-0.689405
149.226	7.86218e-05	-2.38698
149.383	8.42696e-05	2.34444
149.54	7.89369e-05	0.797578
149.697	7.23213e-05	-0.892612
149.854	7.74538e-05	-2.60145
150.011	8.37821e-05	2.11973
150.168	7.93775e-05	0.579642
150.325	7.22259e-05	-1.09723
150.482	7.63934e-05	-2.81456
150.639	8.32479e-05	1.89608
150.796	7.97555e-05	0.361387
150.954	7.21778e-05	-1.30217
151.111	7.53303e-05	-3.0267
151.268	8.26125e-05	1.67239
151.425	8.00836e-05	0.141599
151.582	7.22498e-05	-1.50827
151.739	7.43546e-05	3.04563
151.896	8.19177e-05	1.44946
152.053	8.03456e-05	-0.0789822
152.21	7.24047e-05	-1.71552
152.367	7.34756e-05	2.83585
152.524	8.11911e-05	1.22757
152.681	8.05396e-05	-0.299704
152.838	7.25933e-05	-1.92349
152.996	7.26516e-05	2.62694
153.153	8.0418e-05	1.00649
153.31	8.06512e-05	-0.520568
153.467	7.27716e-05	-2.1323
153.624	7.18441e-05	2.41808
153.781	7.96142e-05	0.785072
153.938	8.07638e-05	-0.742469
154.095	7.30556e-05	-2.34182
154.252	7.11146e-05	2.21067
154.409	7.87418e-05	0.564585
154.566	8.07918e-05	-0.965042
154.723	7.33916e-05	-2.55275
154.881	7.05007e-05	2.00405
155.038	7.7851e-05	0.345437
155.195	8.07246e-05	-1.18747
155.352	7.37056e-05	-2.76478
155.509	6.99561e-05	1.79736
155.666	7.69688e-05	0.12688
155.823	8.06143e-05	-1.40986
155.98	7.40175e-05	-2.97751
156.137	6.94642e-05	1.59078
156.294	7.60868e-05	-0.0912535
156.451	8.04765e-05	-1.63238
156.608	7.43488e-05	3.09238
156.765	6.90342e-05	1.38462
156.923	7.51995e-05	-0.308585
157.08	8.02898e-05	-1.85466
157.237	7.465e-05	2.87878
157.394	6.86033e-05	1.17845
157.551	7.42834e-05	-0.526153
157.708	8.00908e-05	-2.07768
157.865	7.49943e-05	2.66444
158.022	6.82335e-05	0.972576
158.179	7.33685e-05	-0.743473
158.336	7.99067e-05	-2.30104
158.493	7.54059e-05	2.4501
158.65	6.78974e-05	0.768136
158.808	7.23593e-05	-0.960171
158.965	7.96537e-05	-2.52548
159.122	7.58838e-05	2.23443
159.279	6.76871e-05	0.564543
159.436	7.13232e-05	-1.17522
159.593	7.93086e-05	-2.74978
159.75	7.63312e-05	2.01812
159.907	6.74969e-05	0.361129
160.064	7.02216e-05	-1.39017
160.221	7.8916e-05	-2.97546
160.378	7.68558e-05	1.80028
160.535	6.74461e-05	0.158256
160.692	6.90994e-05	-1.60368
160.85	7.84617e-05	3.08152
161.007	7.74358e-05	1.58139
161.164	6.75232e-05	-0.0437228
161.321	6.79204e-05	-1.81526
161.478	7.78938e-05	2.85469
161.635	7.80484e-05	1.36101
161.792	6.77469e-05	-0.245037
161.949	6.66689e-05	-2.02429
162.106	7.7138e-05	2.62701
162.263	7.86401e-05	1.13801
162.42	6.81713e-05	-0.447473
162.577	6.54735e-05	-2.23064
162.734	7.62594e-05	2.39954
162.892	7.92099e-05	0.91344
163.049	6.87649e-05	-0.650472
163.206	6.42974e-05	-2.43373
163.363	7.51873e-05	2.1722
163.52	7.9693e-05	0.686612
163.677	6.95223e-05	-0.855472
163.834	6.32226e-05	-2.63408
163.991	7.39767e-05	1.94529
164.148	8.01145e-05	0.457828
164.305	7.04661e-05	-1.06241
164.462	6.22969e-05	-2.83093
164.619	7.26114e-05	1.71987
164.777	8.04079e-05	0.227786
164.934	7.15063e-05	-1.27131
165.091	6.14819e-05	-3.02517
165.248	7.1085e-05	1.49495
165.405	8.06159e-05	-0.00451302
165.562	7.27366e-05	-1.48271
165.719	6.08821e-05	3.06767
165.876	6.93462e-05	1.27235
166.033	8.06054e-05	-0.238747
166.19	7.40472e-05	-1.69782
166.347	6.05574e-05	2.87894
166.504	6.75083e-05	1.05211
166.661	8.04549e-05	-0.474318
166.819	7.54692e-05	-1.91556
166.976	6.05037e-05	2.69288
167.133	6.54675e-05	0.835162
167.29	8.00394e-05	-0.712027
167.447	7.69491e-05	-2.13773
167.604	6.08429e-05	2.50717
167.761	6.33427e-05	0.623005
167.918	7.93554e-05	-0.950842
168.075	7.84321e-05	-2.36394
168.232	6.15942e-05	2.32044
168.389	6.12012e-05	0.416997
168.546	7.83742e-05	-1.18978
168.704	7.98301e-05	-2.59358
168.861	6.26938e-05	2.13137
169.018	5.90757e-05	0.217305
169.175	7.70861e-05	-1.42902
169.332	8.11167e-05	-2.82683
169.489	6.41375e-05	1.93869
169.646	5.70354e-05	0.0246358
169.803	7.54845e-05	-1.66858
169.96	8.22871e-05	-3.0641
170.117	6.59751e-05	1.74123
170.274	5.5216e-05	-0.158964
170.431	7.35216e-05	-1.9069
170.588	8.32327e-05	2.97824
170.746	6.81358e-05	1.53771
170.903	5.37619e-05	-0.333189
171.06	7.11707e-05	-2.14233
171.217	8.38018e-05	2.73446
171.374	7.04259e-05	1.32673
171.531	5.28051e-05	-0.502166
171.688	6.86192e-05	-2.37477
171.845	8.413e-05	2.48874
172.002	7.28779e-05	1.11035
172.159	5.23645e-05	-0.665019
172.316	6.57418e-05	-2.60292
172.473	8.40587e-05	2.24056
172.631	7.53595e-05	0.887106
172.788	5.25617e-05	-0.826546
172.945	6.269e-05	-2.82567
173.102	8.36648e-05	1.99066
173.259	7.78976e-05	0.658303
173.416	5.34534e-05	-0.987451
173.573	5.93795e-05	-3.03985
173.73	8.27311e-05	1.73915
173.887	8.02677e-05	0.422642
174.044	5.50514e-05	-1.15501
174.201	5.60746e-05	3.0395
174.358	8.13509e-05	1.48745
174.515	8.2431e-05	0.181772
174.673	5.72641e-05	-1.33131
174.83	5.28984e-05	2.84829
174.987	7.95223e-05	1.23664
175.144	8.43059e-05	-0.0630442
175.301	5.99303e-05	-1.51731
175.458	4.99441e-05	2.67069
175.615	7.72402e-05	0.986454
175.772	8.58628e-05	-0.312151
175.929	6.3004e-05	-1.71438
176.086	4.74558e-05	2.50904
176.243	7.45126e-05	0.738909
176.4	8.69952e-05	-0.564069
176.558	6.62634e-05	-1.92186
176.715	4.55764e-05	2.36081
176.872	7.1423e-05	0.493818
177.029	8.77636e-05	-0.818767
177.186	6.96997e-05	-2.13854
177.343	4.44725e-05	2.22555
177.5	6.79043e-05	0.25266
177.657	8.8051e-05	-1.07636
177.814	7.31946e-05	-2.36491
177.971	4.43956e-05	2.09729
178.128	6.40237e-05	0.0186057
178.285	8.77544e-05	-1.33536
178.442	7.65195e-05	-2.59961
178.6	4.53453e-05	1.96535
178.757	5.99625e-05	-0.207187
178.914	8.69694e-05	-1.5951
179.071	7.96625e-05	-2.84071
179.228	4.72517e-05	1.82426
179.385	5.5761e-05	-0.421981
179.542	8.56531e-05	-1.85512
179.699	8.2536e-05	-3.08722
179.856	4.99741e-05	1.66954
180.013	5.14844e-05	-0.622783
180.17	8.37393e-05	-2.11574
180.327	8.50407e-05	2.94346
180.484	5.34096e-05	1.49653
180.642	4.74228e-05	-0.804129
180.799	8.12489e-05	-2.37486
180.956	8.70591e-05	2.68677
181.113	5.72722e-05	1.3052
181.27	4.38644e-05	-0.963548
181.427	7.8286e-05	-2.63116
181.584	8.85948e-05	2.4276
181.741	6.13581e-05	1.09911
181.898	4.09957e-05	-1.09947
182.055	7.4843e-05	-2.8841
182.212	8.95902e-05	2.16635
182.369	6.54949e-05	0.880446
182.527	3.90559e-05	-1.21403
182.684	7.0926e-05	-3.13337
182.841	8.99945e-05	1.90235
182.998	6.95834e-05	0.649195
183.155	3.84562e-05	-1.3152
183.312	6.66736e-05	2.9083
183.469	8.97714e-05	1.63822
183.626	7.34084e-05	0.409432
183.783	3.91639e-05	-1.41758
183.94	6.21617e-05	2.67555
184.097	8.89049e-05	1.37404
184.254	7.68455e-05	0.162233
184.411	4.10939e-05	-1.53602
184.569	5.76131e-05	2.45455
184.726	8.74814e-05	1.11154
184.883	7.9819e-05	-0.0892203
185.04	4.38641e-05	-1.67665
185.197	5.31534e-05	2.24572
185.354	8.562e-05	0.850258
185.511	8.24157e-05	-0.344093
185.668	4.72957e-05	-1.83861
185.825	4.8839e-05	2.05328
185.982	8.3259e-05	0.590874
186.139	8.45366e-05	-0.601702
186.296	5.11209e-05	-2.02101
186.454	4.48504e-05	1.8799
186.611	8.04415e-05	0.333542
186.768	8.6179e-05	-0.861851
186.925	5.51907e-05	-2.22133
187.082	4.14171e-05	1.72967
187.239	7.71624e-05	0.079578
187.396	8.72586e-05	-1.12384
187.553	5.92936e-05	-2.43716
187.71	3.88474e-05	1.60246
187.867	7.35026e-05	-0.169428
188.024	8.77417e-05	-1.38656
188.181	6.32306e-05	-2.66533
188.338	3.73887e-05	1.4915
188.496	6.96137e-05	-0.412073
188.653	8.76895e-05	-1.64867
188.81	6.68937e-05	-2.90175
188.967	3.70631e-05	1.38629
189.124	6.55781e-05	-0.648181
189.281	8.7181e-05	-1.91036
189.438	7.03198e-05	3.13862
189.595	3.78955e-05	1.27841
189.752	6.13449e-05	-0.874833
189.909	8.60438e-05	-2.17103
190.066	7.32611e-05	2.88966
190.223	3.97571e-05	1.1516
190.381	5.72475e-05	-1.09011
190.538	8.44776e-05	-2.42864
190.695	7.57339e-05	2.63854
190.852	4.22385e-05	1.00428
191.009	5.32987e-05	-1.29478
191.166	8.25224e-05	-2.68455
191.323	7.7779e-05	2.38442
191.48	4.52197e-05	0.835358
191.637	4.96961e-05	-1.48561
191.794	8.02624e-05	-2.93686
191.951	7.94043e-05	2.12962
192.108	4.84553e-05	0.649163
192.265	4.64855e-05	-1.66134
192.423	7.76589e-05	3.09826
192.58	8.05004e-05	1.87489
192.737	5.1653e-05	0.447861
192.894	4.38131e-05	-1.82545
193.051	7.48892e-05	2.85347
193.208	8.1228e-05	1.62003
193.365	5.48215e-05	0.235399
193.522	4.17403e-05	-1.97742
193.679	7.19459e-05	2.61269
193.836	8.15755e-05	1.36525
193.993	5.78968e-05	0.0137545
194.15	4.03687e-05	-2.11926
194.308	6.88401e-05	2.37709
194.465	8.14893e-05	1.11095
194.622	6.07577e-05	-0.216069
194.779	3.98216e-05	-2.25739
194.936	6.57294e-05	2.14843
195.093	8.10262e-05	0.859199
195.25	6.32865e-05	-0.450035
195.407	3.99108e-05	-2.39887
195.564	6.26752e-05	1.92502
195.721	8.02994e-05	0.608977
195.878	6.55796e-05	-0.687247
196.035	4.05912e-05	-2.54534
196.192	5.96346e-05	1.70826
196.35	7.92149e-05	0.360351
196.507	6.75173e-05	-0.928173
196.664	4.18066e-05	-2.70372
196.821	5.68374e-05	1.49881
196.978	7.79362e-05	0.115042
197.135	6.91342e-05	-1.16959
197.292	4.33105e-05	-2.87303
197.449	5.42469e-05	1.29549
197.606	7.64776e-05	-0.127709
197.763	7.0441e-05	-1.41167
197.92	4.50097e-05	-3.05371
198.077	5.19568e-05	1.09807
198.234	7.49327e-05	-0.367109
198.392	7.14694e-05	-1.65261
198.549	4.67168e-05	3.04025
198.706	4.99056e-05	0.903961
198.863	7.33623e-05	-0.60492
199.02	7.23438e-05	-1.8933
199.177	4.84846e-05	2.84456
199.334	4.80821e-05	0.714363
199.491	7.17431e-05	-0.840695
199.648	7.30573e-05	-2.13336
199.805	5.02597e-05	2.64381
199.962	4.64558e-05	0.528859
200.119	7.00566e-05	-1.0748
200.277	7.36028e-05	-2.37305
200.434	5.19964e-05	2.43859
200.591	4.50102e-05	0.346152
200.748	6.83263e-05	-1.30841
200.905	7.40508e-05	-2.61351
201.062	5.37888e-05	2.22875
201.219	4.38354e-05	0.167793
201.376	6.65676e-05	-1.53979
201.533	7.43836e-05	-2.85317
201.69	5.55493e-05	2.01655
201.847	4.28239e-05	-0.00738168
202.004	6.4734e-05	-1.77048
202.161	7.46214e-05	-3.09345
202.319	5.73377e-05	1.80151
202.476	4.20138e-05	-0.178592
202.633	6.27851e-05	-2.00034
202.79	7.47415e-05	2.94812
202.947	5.91896e-05	1.58271
203.104	4.15146e-05	-0.345337
203.261	6.0697e-05	-2.22745
203.418	7.46424e-05	2.70597
203.575	6.09734e-05	1.35996
203.732	4.13443e-05	-0.511886
203.889	5.8595e-05	-2.45227
204.046	7.4445e-05	2.46371
204.204	6.27564e-05	1.13512
204.361	4.14525e-05	-0.677032
204.518	5.63796e-05	-2.67476
204.675	7.40927e-05	2.22029
204.832	6.45512e-05	0.907086
204.989	4.19268e-05	-0.841832
205.146	5.40393e-05	-2.89309
205.303	7.3503e-05	1.97606
205.46	6.6272e-05	0.675447
205.617	4.27797e-05	-1.00978
205.774	5.16519e-05	-3.1064
205.931	7.2695e-05	1.73145
206.088	6.7901e-05	0.440712
206.246	4.39861e-05	-1.18246
206.403	4.92495e-05	2.9694
206.56	7.16674e-05	1.48648
206.717	6.94357e-05	0.202872
206.874	4.55558e-05	-1.36105
207.031	4.68756e-05	2.7702
207.188	7.03688e-05	1.24197
207.345	7.07886e-05	-0.0376942
207.502	4.74011e-05	-1.54734
207.659	4.46163e-05	2.57953
207.816	6.88301e-05	0.997994
207.973	7.19664e-05	-0.280969
208.131	4.95157e-05	-1.74186
208.288	4.25853e-05	2.39982
208.445	6.70279e-05	0.756407
208.602	7.28591e-05	-0.525476
208.759	5.17058e-05	-1.94435
208.916	4.08409e-05	2.22843
209.073	6.50451e-05	0.516538
209.23	7.35224e-05	-0.771135
209.387	5.39353e-05	-2.15353
209.544	3.94098e-05	2.0643
209.701	6.29154e-05	0.277616
209.858	7.40292e-05	-1.01878
210.015	5.62954e-05	-2.3693
210.173	3.84375e-05	1.90949
210.33	6.06014e-05	0.0425466
210.487	7.42653e-05	-1.26649
210.644	5.85971e-05	-2.58979
210.801	3.78497e-05	1.75932
210.958	5.81184e-05	-0.190971
211.115	7.43004e-05	-1.51646
211.272	6.09676e-05	-2.81657
211.429	3.78842e-05	1.61348
211.586	5.54714e-05	-0.418227
211.743	7.39909e-05	-1.76593
211.9	6.31643e-05	-3.04755
212.058	3.8402e-05	1.46453
212.215	5.27547e-05	-0.640891
212.372	7.34317e-05	-2.01562
212.529	6.52273e-05	3.001
212.686	3.93715e-05	1.31003
212.843	5.00045e-05	-0.858597
213	7.26738e-05	-2.26579
213.157	6.72161e-05	2.76318
213.314	4.07955e-05	1.14958
213.471	4.71814e-05	-1.06926
213.628	7.16402e-05	-2.51662
213.785	6.90786e-05	2.52165
213.942	4.26686e-05	0.980335
214.1	4.43518e-05	-1.27016
214.257	7.02858e-05	-2.76748
214.414	7.07379e-05	2.27647
214.571	4.49292e-05	0.799679
214.728	4.16604e-05	-1.45842
214.885	6.86042e-05	-3.01675
215.042	7.20833e-05	2.02896
215.199	4.73698e-05	0.606721
215.356	3.92815e-05	-1.63542
215.513	6.67642e-05	3.01932
215.67	7.32224e-05	1.78102
215.827	4.99078e-05	0.406056
215.984	3.71413e-05	-1.80108
216.142	6.47214e-05	2.77289
216.299	7.41685e-05	1.53145
216.456	5.25569e-05	0.197734
216.613	3.53461e-05	-1.95388
216.77	6.24735e-05	2.52768
216.927	7.49182e-05	1.28045
217.084	5.52928e-05	-0.0171441
217.241	3.39709e-05	-2.09337
217.398	5.99732e-05	2.2839
217.555	7.54134e-05	1.02763
217.712	5.80497e-05	-0.238911
217.869	3.31651e-05	-2.2232
218.027	5.73075e-05	2.04236
218.184	7.57236e-05	0.773978
218.341	6.08374e-05	-0.464712
218.498	3.28685e-05	-2.34443
218.655	5.43299e-05	1.80097
218.812	7.57955e-05	0.516262
218.969	6.37406e-05	-0.698238
219.126	3.34491e-05	-2.46189
219.283	5.10398e-05	1.56547
219.44	7.5471e-05	0.256722
219.597	6.65633e-05	-0.938417
219.754	3.49186e-05	-2.58711
219.911	4.75225e-05	1.33926
220.069	7.467e-05	-0.00281785
220.226	6.90804e-05	-1.18327
220.383	3.69876e-05	-2.72998
220.54	4.39991e-05	1.12061
220.697	7.36448e-05	-0.262993
220.854	7.15107e-05	-1.43142
221.011	3.96521e-05	-2.88688
221.168	4.03381e-05	0.914436
221.325	7.22072e-05	-0.523809
221.482	7.36818e-05	-1.68325
221.639	4.27207e-05	-3.06083
221.796	3.6693e-05	0.722563
221.954	7.04561e-05	-0.786043
222.111	7.56948e-05	-1.9391
222.268	4.62362e-05	3.03284
222.425	3.31525e-05	0.554919
222.582	6.8257e-05	-1.04802
222.739	7.7375e-05	-2.19798
222.896	4.99611e-05	2.82888
223.053	2.99313e-05	0.415276
223.21	6.56851e-05	-1.31049
223.367	7.87899e-05	-2.46027
223.524	5.39191e-05	2.61246
223.681	2.72799e-05	0.314321
223.838	6.26043e-05	-1.57246
223.996	7.97662e-05	-2.72626
224.153	5.7932e-05	2.38317
224.31	2.57109e-05	0.250135
224.467	5.90979e-05	-1.8314
224.624	8.02623e-05	-2.99419
224.781	6.18243e-05	2.14423
224.938	2.54919e-05	0.203042
225.095	5.53098e-05	-2.0866
225.252	8.03956e-05	3.02025
225.409	6.56235e-05	1.89973
225.566	2.65718e-05	0.154016
225.723	5.11165e-05	-2.34008
225.881	8.01204e-05	2.7478
226.038	6.93751e-05	1.64718
226.195	2.91281e-05	0.0804478
226.352	4.6459e-05	-2.58601
226.509	7.92489e-05	2.47292
226.666	7.28656e-05	1.38735
226.823	3.28796e-05	-0.0349796
226.98	4.14513e-05	-2.81873
227.137	7.77131e-05	2.19692
227.294	7.59054e-05	1.1217
227.451	3.73345e-05	-0.193349
227.608	3.63729e-05	-3.03273
227.765	7.56936e-05	1.92079
227.923	7.86133e-05	0.85236
228.08	4.23012e-05	-0.381752
228.237	3.11761e-05	3.06717
228.394	7.29606e-05	1.64433
228.551	8.07171e-05	0.578638
228.708	4.73992e-05	-0.597178
228.865	2.63745e-05	2.93041
229.022	6.97145e-05	1.36913
229.179	8.23129e-05	0.30222
229.336	5.2539e-05	-0.830904
229.493	2.23945e-05	2.86524
229.65	6.588e-05	1.09709
229.808	8.32412e-05	0.02455
229.965	5.74241e-05	-1.07743
230.122	1.99684e-05	2.87599
230.279	6.16491e-05	0.828307
230.436	8.36398e-05	-0.253861
230.593	6.20778e-05	-1.33203
230.75	1.96492e-05	2.93416
230.907	5.69761e-05	0.562376
231.064	8.3472e-05	-0.534199
231.221	6.64621e-05	-1.59455
231.378	2.17042e-05	2.96566
231.535	5.18891e-05	0.302545
231.692	8.26937e-05	-0.815442
231.85	7.04806e-05	-1.86274
232.007	2.55479e-05	2.92057
232.164	4.64277e-05	0.0505684
232.321	8.1295e-05	-1.09835
232.478	7.41062e-05	-2.13702
232.635	3.05903e-05	2.79867
232.792	4.06678e-05	-0.184915
232.949	7.91993e-05	-1.38061
233.106	7.71852e-05	-2.41467
233.263	3.61698e-05	2.62301
233.42	3.47255e-05	-0.396943
233.577	7.63711e-05	-1.66281
233.734	7.96005e-05	-2.69632
233.892	4.19064e-05	2.40838
234.049	2.89858e-05	-0.567826
234.206	7.29142e-05	-1.94235
234.363	8.13269e-05	-2.97946
234.52	4.75041e-05	2.17041
234.677	2.38608e-05	-0.676011
234.834	6.89297e-05	-2.21842
234.991	8.23925e-05	3.02021
235.148	5.2819e-05	1.91855
235.305	1.99416e-05	-0.69607
235.462	6.45117e-05	-2.49107
235.619	8.2882e-05	2.73634
235.777	5.78668e-05	1.65806
235.934	1.80091e-05	-0.619541
236.091	5.95799e-05	-2.76121
236.248	8.27328e-05	2.44992
236.405	6.26358e-05	1.38766
236.562	1.90607e-05	-0.516427
236.719	5.40719e-05	-3.02324
236.876	8.17195e-05	2.16263
237.033	6.68069e-05	1.10917
237.19	2.27298e-05	-0.510074
237.347	4.83247e-05	3.0126
237.504	7.99957e-05	1.8781
237.661	7.03524e-05	0.828803
237.819	2.76583e-05	-0.603705
237.976	4.23768e-05	2.77963
238.133	7.75997e-05	1.59284
238.29	7.33401e-05	0.54275
238.447	3.34077e-05	-0.773068
238.604	3.64341e-05	2.58133
238.761	7.43651e-05	1.31397
238.918	7.53703e-05	0.258394
239.075	3.89045e-05	-0.982833
239.232	3.09184e-05	2.41368
239.389	7.0768e-05	1.0348
239.546	7.69891e-05	-0.0299729
239.704	4.46264e-05	-1.22119
239.861	2.60631e-05	2.31735
240.018	6.63588e-05	0.763511
240.175	7.76156e-05	-0.316976
240.332	4.9807e-05	-1.4752
240.489	2.26127e-05	2.29106
240.646	6.15018e-05	0.494843
240.803	7.76055e-05	-0.607911
240.96	5.48302e-05	-1.74566
241.117	2.16176e-05	2.34141
241.274	5.58887e-05	0.238215
241.431	7.64457e-05	-0.900652
241.588	5.91703e-05	-2.03229
241.746	2.39336e-05	2.36653
241.903	5.0007e-05	0.00867049
242.06	7.41339e-05	-1.18669
242.217	6.2491e-05	-2.32392
242.374	2.83594e-05	2.29817
242.531	4.39977e-05	-0.18597
242.688	7.02486e-05	-1.46801
242.845	6.41048e-05	-2.63106
243.002	3.4191e-05	2.10144
243.159	4.03154e-05	-0.303576
243.316	6.56117e-05	-1.69945
243.473	6.28204e-05	-2.89994
243.631	3.66127e-05	1.85686
243.788	3.91589e-05	-0.468905
243.945	6.35028e-05	-1.92869
244.102	6.28291e-05	3.13361
244.259	3.86371e-05	1.63948
244.416	3.78614e-05	-0.643626
244.573	6.18462e-05	-2.16068
244.73	6.33058e-05	2.89029
244.887	4.05809e-05	1.43731
245.044	3.60049e-05	-0.817516
245.201	5.98304e-05	-2.40232
245.358	6.37674e-05	2.63691
245.515	4.29633e-05	1.22156
245.673	3.46811e-05	-0.973684
245.83	5.76222e-05	-2.63668
245.987	6.38569e-05	2.38569
246.144	4.51392e-05	0.998652
246.301	3.38432e-05	-1.12597
246.458	5.54354e-05	-2.86569
246.615	6.36839e-05	2.13804
246.772	4.69497e-05	0.773231
246.929	3.32597e-05	-1.28485
247.086	5.34979e-05	-3.09647
247.243	6.37591e-05	1.89025
247.4	4.89989e-05	0.549461
247.558	3.28252e-05	-1.4316
247.715	5.11686e-05	2.95726
247.872	6.35076e-05	1.63837
248.029	5.10444e-05	0.316794
248.186	3.30109e-05	-1.57682
248.343	4.87824e-05	2.73455
248.5	6.30173e-05	1.38699
248.657	5.3016e-05	0.0800778
248.814	3.37072e-05	-1.72293
248.971	4.62303e-05	2.51987
249.128	6.20901e-05	1.13529
249.285	5.46988e-05	-0.163638
249.442	3.49663e-05	-1.88297
249.6	4.39247e-05	2.31507
249.757	6.10103e-05	0.887605
249.914	5.61693e-05	-0.406993
250.071	3.64461e-05	-2.05104
250.228	4.16135e-05	2.11719
250.385	5.96611e-05	0.639109
250.542	5.74828e-05	-0.655333
250.699	3.83795e-05	-2.23094
250.856	3.94985e-05	1.93437
251.013	5.79072e-05	0.395026
251.17	5.83078e-05	-0.9059
251.327	4.03682e-05	-2.42764
251.484	3.78411e-05	1.75845
251.642	5.61336e-05	0.154132
251.799	5.89997e-05	-1.15688
251.956	4.2544e-05	-2.63239
252.113	3.65185e-05	1.59604
252.27	5.40208e-05	-0.0811783
252.427	5.91989e-05	-1.40929
252.584	4.46359e-05	-2.85096
252.741	3.58598e-05	1.43825
252.898	5.1918e-05	-0.307974
253.055	5.90305e-05	-1.65809
253.212	4.64205e-05	-3.07576
253.369	3.56096e-05	1.27667
253.527	4.99361e-05	-0.530982
253.684	5.87476e-05	-1.90534
253.841	4.81135e-05	2.97955
253.998	3.5689e-05	1.115
254.155	4.79029e-05	-0.749479
254.312	5.82267e-05	-2.15308
254.469	4.97192e-05	2.74541
254.626	3.62854e-05	0.949903
254.783	4.59584e-05	-0.958514
254.94	5.74089e-05	-2.39703
255.097	5.10096e-05	2.50857
255.254	3.71446e-05	0.775553
255.411	4.41977e-05	-1.16202
255.569	5.64567e-05	-2.6385
255.726	5.21125e-05	2.27006
255.883	3.82382e-05	0.59384
256.04	4.26131e-05	-1.35861
256.197	5.53341e-05	-2.87642
256.354	5.29469e-05	2.03122
256.511	3.93798e-05	0.404264
256.668	4.11706e-05	-1.55236
256.825	5.41286e-05	-3.11445
256.982	5.3728e-05	1.78914
257.139	4.08386e-05	0.208602
257.296	3.99612e-05	-1.73476
257.454	5.25971e-05	2.93661
257.611	5.40244e-05	1.54566
257.768	4.22189e-05	-0.0003165
257.925	3.92229e-05	-1.9174
258.082	5.12135e-05	2.70906
258.239	5.42244e-05	1.30473
258.396	4.35704e-05	-0.212242
258.553	3.86802e-05	-2.09686
258.71	4.97177e-05	2.48499
258.867	5.41724e-05	1.06297
259.024	4.4888e-05	-0.431781
259.181	3.85515e-05	-2.2761
259.338	4.82976e-05	2.26797
259.496	5.3869e-05	0.825001
259.653	4.59421e-05	-0.654795
259.81	3.86123e-05	-2.46091
259.967	4.70531e-05	2.05314
260.124	5.35532e-05	0.589471
260.281	4.69066e-05	-0.877656
