#start
#stop
# omega	 amplitude	 phase
244.73	1.11301e-15	-1.37962
244.887	1.11761e-15	-1.37905
245.044	1.12235e-15	-1.37891
245.201	1.12705e-15	-1.37938
245.358	1.13162e-15	-1.38012
245.515	1.13594e-15	-1.38102
245.673	1.1402e-15	-1.38246
245.83	1.14426e-15	-1.38434
245.987	1.14807e-15	-1.38649
246.144	1.15137e-15	-1.38903
246.301	1.15456e-15	-1.39177
246.458	1.15743e-15	-1.39478
246.615	1.15982e-15	-1.39803
246.772	1.16155e-15	-1.40145
246.929	1.16312e-15	-1.40503
247.086	1.16426e-15	-1.4086
247.243	1.16482e-15	-1.41243
247.4	1.16496e-15	-1.4162
247.558	1.16467e-15	-1.42002
247.715	1.16414e-15	-1.42374
247.872	1.1629e-15	-1.42739
248.029	1.16131e-15	-1.43092
248.186	1.15927e-15	-1.43432
248.343	1.157e-15	-1.4376
248.5	1.15411e-15	-1.44069
248.657	1.15101e-15	-1.44346
248.814	1.1477e-15	-1.446
248.971	1.14405e-15	-1.44825
249.128	1.14016e-15	-1.45016
249.285	1.13609e-15	-1.45173
249.442	1.13183e-15	-1.45303
249.6	1.1275e-15	-1.45393
249.757	1.12319e-15	-1.45449
249.914	1.11878e-15	-1.45464
250.071	1.11442e-15	-1.45434
250.228	1.11008e-15	-1.45378
250.385	1.10599e-15	-1.45277
250.542	1.102e-15	-1.45157
250.699	1.0982e-15	-1.44978
250.856	1.09473e-15	-1.44796
251.013	1.0914e-15	-1.44568
251.17	1.08855e-15	-1.44317
251.327	1.08602e-15	-1.44055
251.484	1.08387e-15	-1.43758
251.642	1.08212e-15	-1.43459
251.799	1.08077e-15	-1.43159
251.956	1.07982e-15	-1.42837
252.113	1.07921e-15	-1.42529
252.27	1.07921e-15	-1.42236
252.427	1.07935e-15	-1.41943
252.584	1.08014e-15	-1.41672
252.741	1.08126e-15	-1.41416
252.898	1.08247e-15	-1.41186
253.055	1.08429e-15	-1.40988
253.212	1.08614e-15	-1.40817
253.369	1.08831e-15	-1.40679
253.527	1.09062e-15	-1.40587
253.684	1.09302e-15	-1.40538
253.841	1.09561e-15	-1.40513
253.998	1.09816e-15	-1.40555
254.155	1.10068e-15	-1.40621
254.312	1.10319e-15	-1.40737
254.469	1.10555e-15	-1.40895
254.626	1.1076e-15	-1.41088
254.783	1.10938e-15	-1.4133
254.94	1.11096e-15	-1.41604
255.097	1.11219e-15	-1.41917
255.254	1.11299e-15	-1.4226
255.411	1.11335e-15	-1.42633
255.569	1.11317e-15	-1.43028
255.726	1.11249e-15	-1.43449
255.883	1.11133e-15	-1.43886
256.04	1.10954e-15	-1.44341
256.197	1.10706e-15	-1.44794
256.354	1.10396e-15	-1.45264
256.511	1.10027e-15	-1.4572
256.668	1.09591e-15	-1.46169
256.825	1.09094e-15	-1.46603
256.982	1.08526e-15	-1.47024
257.139	1.07893e-15	-1.47416
257.296	1.07198e-15	-1.47769
257.454	1.06441e-15	-1.48086
257.611	1.05635e-15	-1.48352
257.768	1.04764e-15	-1.4857
257.925	1.03858e-15	-1.48721
258.082	1.02887e-15	-1.48806
258.239	1.01895e-15	-1.48808
258.396	1.0087e-15	-1.48741
258.553	9.982e-16	-1.48572
258.71	9.87622e-16	-1.48305
258.867	9.76918e-16	-1.47941
259.024	9.66286e-16	-1.47456
259.181	9.55831e-16	-1.46862
259.338	9.45676e-16	-1.46153
259.496	9.35939e-16	-1.45329
259.653	9.26685e-16	-1.44361
259.81	9.17997e-16	-1.43295
259.967	9.10119e-16	-1.42102
260.124	9.03258e-16	-1.40795
260.281	8.97432e-16	-1.39381
260.438	8.926e-16	-1.37865
260.595	8.89059e-16	-1.3627
260.752	8.8688e-16	-1.34604
260.909	8.86256e-16	-1.32902
261.066	8.87042e-16	-1.31168
261.223	8.89289e-16	-1.29409
261.381	8.9335e-16	-1.2768
261.538	8.98941e-16	-1.25979
261.695	9.06112e-16	-1.24321
261.852	9.14792e-16	-1.22746
262.009	9.25093e-16	-1.21267
262.166	9.36871e-16	-1.19904
262.323	9.49848e-16	-1.18649
262.48	9.64178e-16	-1.17543
262.637	9.79601e-16	-1.1658
262.794	9.96114e-16	-1.15765
262.951	1.0136e-15	-1.15117
263.108	1.03168e-15	-1.1463
263.265	1.05049e-15	-1.14289
263.423	1.06989e-15	-1.14118
263.58	1.08944e-15	-1.14094
263.737	1.10926e-15	-1.14227
263.894	1.12926e-15	-1.14495
264.051	1.14916e-15	-1.14928
264.208	1.16896e-15	-1.15481
264.365	1.18828e-15	-1.16162
264.522	1.20728e-15	-1.16978
264.679	1.22576e-15	-1.17898
264.836	1.24355e-15	-1.18921
264.993	1.26068e-15	-1.20047
265.15	1.27684e-15	-1.21294
265.307	1.29194e-15	-1.22618
265.465	1.30607e-15	-1.24019
265.622	1.31898e-15	-1.25493
265.779	1.33097e-15	-1.27049
265.936	1.34151e-15	-1.28655
266.093	1.35056e-15	-1.30332
266.25	1.35841e-15	-1.32056
266.407	1.36479e-15	-1.3384
266.564	1.36962e-15	-1.35653
266.721	1.3727e-15	-1.37507
266.878	1.37434e-15	-1.39404
267.035	1.37439e-15	-1.41319
267.192	1.37261e-15	-1.43248
267.35	1.36901e-15	-1.45203
267.507	1.36384e-15	-1.47173
267.664	1.35705e-15	-1.49142
267.821	1.34827e-15	-1.5111
267.978	1.33778e-15	-1.53073
268.135	1.32564e-15	-1.55022
268.292	1.31172e-15	-1.56958
268.449	1.29601e-15	-1.58862
268.606	1.27858e-15	-1.60736
268.763	1.25959e-15	-1.62567
268.92	1.23892e-15	-1.64351
269.077	1.2168e-15	-1.66066
269.234	1.19304e-15	-1.67717
269.392	1.16765e-15	-1.69282
269.549	1.14096e-15	-1.70755
269.706	1.11301e-15	-1.72121
269.863	1.08377e-15	-1.73346
270.02	1.05349e-15	-1.7445
270.177	1.02215e-15	-1.75367
270.334	9.89996e-16	-1.76125
270.491	9.57083e-16	-1.76636
270.648	9.23647e-16	-1.76927
270.805	8.89773e-16	-1.76938
270.962	8.55809e-16	-1.76625
271.119	8.21971e-16	-1.75956
271.277	7.88543e-16	-1.74895
271.434	7.55772e-16	-1.73378
271.591	7.24193e-16	-1.71381
271.748	6.94055e-16	-1.68816
271.905	6.65903e-16	-1.65661
272.062	6.4029e-16	-1.61924
272.219	6.17597e-16	-1.57528
272.376	5.9853e-16	-1.52529
272.533	5.83608e-16	-1.47013
272.69	5.73096e-16	-1.41032
272.847	5.67667e-16	-1.34749
273.004	5.6732e-16	-1.28341
273.161	5.72224e-16	-1.22016
273.319	5.82241e-16	-1.15908
273.476	5.96943e-16	-1.10231
273.633	6.16214e-16	-1.0504
273.79	6.39404e-16	-1.00493
273.947	6.65881e-16	-0.965512
274.104	6.95143e-16	-0.932355
274.261	7.2689e-16	-0.905514
274.418	7.6048e-16	-0.884386
274.575	7.95456e-16	-0.86839
274.732	8.31527e-16	-0.857538
274.889	8.682e-16	-0.850759
275.046	9.05302e-16	-0.847911
275.204	9.42522e-16	-0.848353
275.361	9.79521e-16	-0.851949
275.518	1.01611e-15	-0.858261
275.675	1.05216e-15	-0.866959
275.832	1.08761e-15	-0.877802
275.989	1.12212e-15	-0.890506
276.146	1.15549e-15	-0.904747
276.303	1.18768e-15	-0.920617
276.46	1.21854e-15	-0.937649
276.617	1.248e-15	-0.95597
276.774	1.27607e-15	-0.975201
276.931	1.30246e-15	-0.995275
277.088	1.32726e-15	-1.01623
277.246	1.35005e-15	-1.03786
277.403	1.37113e-15	-1.06009
277.56	1.39056e-15	-1.08291
277.717	1.40799e-15	-1.10624
277.874	1.42311e-15	-1.12985
278.031	1.43645e-15	-1.15373
278.188	1.4478e-15	-1.17797
278.345	1.45701e-15	-1.20248
278.502	1.46405e-15	-1.22696
278.659	1.46902e-15	-1.25166
278.816	1.47209e-15	-1.27629
278.973	1.47284e-15	-1.30107
279.131	1.4715e-15	-1.32567
279.288	1.46812e-15	-1.35017
279.445	1.46269e-15	-1.37455
279.602	1.45503e-15	-1.39866
279.759	1.44559e-15	-1.42256
279.916	1.43398e-15	-1.44604
280.073	1.42056e-15	-1.46929
280.23	1.4052e-15	-1.49205
280.387	1.38803e-15	-1.51435
280.544	1.36899e-15	-1.53605
280.701	1.34832e-15	-1.55716
280.858	1.32608e-15	-1.57734
281.015	1.30223e-15	-1.59688
281.173	1.27712e-15	-1.61544
281.33	1.25042e-15	-1.63311
281.487	1.2226e-15	-1.64955
281.644	1.19359e-15	-1.66473
281.801	1.16361e-15	-1.67853
281.958	1.13289e-15	-1.69089
282.115	1.10141e-15	-1.70154
282.272	1.06936e-15	-1.71035
282.429	1.03688e-15	-1.71711
282.586	1.00409e-15	-1.72161
282.743	9.71554e-16	-1.72357
282.9	9.39056e-16	-1.72295
283.057	9.06917e-16	-1.71953
283.215	8.75555e-16	-1.71284
283.372	8.45201e-16	-1.70276
283.529	8.16135e-16	-1.68918
283.686	7.88327e-16	-1.67166
283.843	7.62428e-16	-1.65046
284	7.3879e-16	-1.62521
284.157	7.17511e-16	-1.59641
284.314	6.98708e-16	-1.56369
284.471	6.83471e-16	-1.52816
284.628	6.70881e-16	-1.4897
284.785	6.61956e-16	-1.44883
284.942	6.56477e-16	-1.40733
285.1	6.54283e-16	-1.3651
285.257	6.55681e-16	-1.32373
285.414	6.60242e-16	-1.28354
285.571	6.67964e-16	-1.24563
285.728	6.78542e-16	-1.21061
285.885	6.91353e-16	-1.17834
286.042	7.06405e-16	-1.14987
286.199	7.23048e-16	-1.12469
286.356	7.4155e-16	-1.10344
286.513	7.61065e-16	-1.08567
286.67	7.81136e-16	-1.07127
286.827	8.02028e-16	-1.05997
286.984	8.23191e-16	-1.05206
287.142	8.44346e-16	-1.04635
287.299	8.65316e-16	-1.04317
287.456	8.8596e-16	-1.04257
287.613	9.06253e-16	-1.04381
287.77	9.25751e-16	-1.04683
287.927	9.44591e-16	-1.05134
288.084	9.62069e-16	-1.05743
288.241	9.79066e-16	-1.06463
288.398	9.94803e-16	-1.07313
288.555	1.00939e-15	-1.08222
288.712	1.02264e-15	-1.09218
288.869	1.03481e-15	-1.10272
289.027	1.04563e-15	-1.11386
289.184	1.05528e-15	-1.12542
289.341	1.06371e-15	-1.13704
289.498	1.07031e-15	-1.14902
289.655	1.07599e-15	-1.1609
289.812	1.08013e-15	-1.17292
289.969	1.08336e-15	-1.18454
290.126	1.0851e-15	-1.19647
290.283	1.08569e-15	-1.20758
290.44	1.0851e-15	-1.21859
290.597	1.0835e-15	-1.22909
290.754	1.0807e-15	-1.23919
290.911	1.0771e-15	-1.24849
291.069	1.07247e-15	-1.25716
291.226	1.06735e-15	-1.2653
291.383	1.06119e-15	-1.27254
291.54	1.05479e-15	-1.27892
291.697	1.0475e-15	-1.28433
291.854	1.04017e-15	-1.28895
292.011	1.03247e-15	-1.29254
292.168	1.02455e-15	-1.29518
292.325	1.01661e-15	-1.29675
292.482	1.00866e-15	-1.29731
292.639	1.00089e-15	-1.29681
292.796	9.93615e-16	-1.29515
292.954	9.86762e-16	-1.29284
293.111	9.80359e-16	-1.28936
293.268	9.74629e-16	-1.28528
293.425	9.69581e-16	-1.28023
293.582	9.65254e-16	-1.27466
293.739	9.62063e-16	-1.26833
293.896	9.59545e-16	-1.26171
294.053	9.58084e-16	-1.25494
294.21	9.57746e-16	-1.24786
294.367	9.58416e-16	-1.24075
294.524	9.60092e-16	-1.23365
294.681	9.62645e-16	-1.22708
294.838	9.66174e-16	-1.22076
294.996	9.70679e-16	-1.21495
295.153	9.75951e-16	-1.20969
295.31	9.82101e-16	-1.20526
295.467	9.88798e-16	-1.20184
295.624	9.96178e-16	-1.19915
295.781	1.0039e-15	-1.19734
295.938	1.01218e-15	-1.19646
296.095	1.02054e-15	-1.19687
296.252	1.02903e-15	-1.198
296.409	1.03793e-15	-1.20013
296.566	1.0463e-15	-1.20347
296.723	1.0545e-15	-1.2076
296.881	1.06268e-15	-1.21272
297.038	1.07012e-15	-1.21879
297.195	1.07733e-15	-1.22558
297.352	1.08389e-15	-1.23333
297.509	1.08971e-15	-1.24161
297.666	1.09501e-15	-1.25063
297.823	1.09922e-15	-1.2602
297.98	1.10278e-15	-1.27039
298.137	1.10516e-15	-1.28099
298.294	1.10665e-15	-1.29201
298.451	1.10711e-15	-1.30343
298.608	1.10661e-15	-1.31507
298.765	1.10485e-15	-1.32687
298.923	1.10214e-15	-1.33875
299.08	1.09792e-15	-1.35084
299.237	1.09293e-15	-1.36286
299.394	1.08675e-15	-1.3746
299.551	1.07933e-15	-1.38619
299.708	1.07092e-15	-1.3976
299.865	1.06147e-15	-1.40865
300.022	1.05065e-15	-1.41901
300.179	1.03901e-15	-1.42888
300.336	1.02639e-15	-1.43822
300.493	1.01298e-15	-1.44682
300.65	9.98644e-16	-1.45456
300.807	9.83476e-16	-1.46109
300.965	9.67841e-16	-1.46675
301.122	9.51771e-16	-1.47118
301.279	9.34971e-16	-1.47441
301.436	9.17894e-16	-1.47624
301.593	9.00492e-16	-1.47641
301.75	8.83117e-16	-1.47478
301.907	8.65871e-16	-1.47159
302.064	8.48799e-16	-1.46666
302.221	8.31997e-16	-1.45959
302.378	8.15845e-16	-1.45054
302.535	8.00296e-16	-1.4394
302.692	7.85814e-16	-1.42625
302.85	7.72313e-16	-1.41141
303.007	7.59968e-16	-1.39424
303.164	7.49112e-16	-1.37535
303.321	7.39679e-16	-1.3546
303.478	7.31827e-16	-1.33275
303.635	7.25996e-16	-1.30943
303.792	7.2183e-16	-1.28545
303.949	7.19705e-16	-1.26104
304.106	7.19289e-16	-1.23612
304.263	7.2081e-16	-1.21178
304.42	7.24253e-16	-1.18789
304.577	7.29514e-16	-1.1648
304.734	7.36608e-16	-1.14364
304.892	7.45194e-16	-1.12317
305.049	7.55235e-16	-1.10492
305.206	7.66372e-16	-1.08822
305.363	7.78754e-16	-1.07349
305.52	7.92139e-16	-1.06083
305.677	8.0608e-16	-1.05026
305.834	8.20873e-16	-1.04178
305.991	8.35822e-16	-1.03499
306.148	8.51129e-16	-1.03024
306.305	8.66469e-16	-1.0273
306.462	8.81779e-16	-1.02592
306.619	8.96991e-16	-1.0262
306.777	9.11741e-16	-1.02787
306.934	9.26147e-16	-1.0311
307.091	9.40125e-16	-1.03516
307.248	9.5338e-16	-1.0405
307.405	9.65868e-16	-1.04688
307.562	9.77612e-16	-1.05415
307.719	9.88543e-16	-1.06205
307.876	9.98537e-16	-1.07071
308.033	1.00757e-15	-1.07992
308.19	1.01563e-15	-1.08949
308.347	1.02266e-15	-1.09943
308.504	1.02861e-15	-1.10979
308.661	1.03358e-15	-1.12039
308.819	1.03751e-15	-1.13096
308.976	1.04032e-15	-1.14153
309.133	1.04194e-15	-1.1521
309.29	1.04276e-15	-1.16246
309.447	1.04277e-15	-1.17254
309.604	1.04126e-15	-1.18255
309.761	1.03907e-15	-1.19192
309.918	1.03617e-15	-1.20099
310.075	1.03252e-15	-1.20954
310.232	1.02774e-15	-1.21755
310.389	1.02265e-15	-1.22471
310.546	1.01673e-15	-1.23141
310.704	1.01051e-15	-1.23729
310.861	1.00363e-15	-1.24234
311.018	9.96619e-16	-1.24651
311.175	9.89285e-16	-1.24978
311.332	9.81706e-16	-1.2521
311.489	9.74177e-16	-1.25364
311.646	9.66909e-16	-1.2541
311.803	9.59572e-16	-1.25361
311.96	9.52589e-16	-1.2522
312.117	9.46051e-16	-1.25005
312.274	9.39932e-16	-1.24689
312.431	9.34462e-16	-1.2429
312.588	9.29495e-16	-1.2383
312.746	9.25353e-16	-1.23296
312.903	9.21881e-16	-1.22691
313.06	9.19561e-16	-1.22096
313.217	9.1799e-16	-1.21448
313.374	9.17215e-16	-1.20775
313.531	9.17409e-16	-1.20107
313.688	9.18677e-16	-1.1945
313.845	9.20895e-16	-1.18824
314.002	9.23914e-16	-1.18231
314.159	9.27613e-16	-1.1769
314.316	9.32308e-16	-1.17215
314.473	9.37537e-16	-1.16803
314.631	9.43349e-16	-1.1648
314.788	9.49785e-16	-1.16239
314.945	9.56631e-16	-1.161
315.102	9.63877e-16	-1.16052
315.259	9.71279e-16	-1.16099
315.416	9.78824e-16	-1.16234
315.573	9.86478e-16	-1.16508
315.73	9.93929e-16	-1.16847
315.887	1.00114e-15	-1.17301
316.044	1.00809e-15	-1.17852
316.201	1.01471e-15	-1.18466
316.358	1.02077e-15	-1.19188
316.515	1.02615e-15	-1.19981
316.673	1.03112e-15	-1.20844
316.83	1.0352e-15	-1.21796
316.987	1.03838e-15	-1.22787
317.144	1.04076e-15	-1.23851
317.301	1.04202e-15	-1.24953
317.458	1.04249e-15	-1.26101
317.615	1.04172e-15	-1.27284
317.772	1.03999e-15	-1.28486
317.929	1.03703e-15	-1.29719
318.086	1.03308e-15	-1.30954
318.243	1.02782e-15	-1.32188
318.4	1.02144e-15	-1.33423
318.557	1.01402e-15	-1.34654
318.715	1.00522e-15	-1.35836
318.872	9.95396e-16	-1.37002
319.029	9.84429e-16	-1.3813
319.186	9.7249e-16	-1.39194
319.343	9.59294e-16	-1.40191
319.5	9.45182e-16	-1.41117
319.657	9.30131e-16	-1.41943
319.814	9.14232e-16	-1.42672
319.971	8.97552e-16	-1.43279
320.128	8.80359e-16	-1.43748
320.285	8.6246e-16	-1.44081
320.442	8.44138e-16	-1.44252
320.6	8.25517e-16	-1.44229
320.757	8.06594e-16	-1.44018
320.914	7.87854e-16	-1.43581
321.071	7.6919e-16	-1.42916
321.228	7.50944e-16	-1.42004
321.385	7.33011e-16	-1.40849
321.542	7.1602e-16	-1.3939
321.699	7.00108e-16	-1.37648
321.856	6.85164e-16	-1.35628
322.013	6.71758e-16	-1.3336
322.17	6.6011e-16	-1.30813
322.327	6.50305e-16	-1.28004
322.484	6.42507e-16	-1.25003
322.642	6.36821e-16	-1.21837
322.799	6.33756e-16	-1.18557
322.956	6.33003e-16	-1.15208
323.113	6.347e-16	-1.11865
323.27	6.38769e-16	-1.08588
323.427	6.45378e-16	-1.05427
323.584	6.54301e-16	-1.02417
323.741	6.65268e-16	-0.996481
323.898	6.78355e-16	-0.971107
324.055	6.93154e-16	-0.94857
324.212	7.09428e-16	-0.928707
324.369	7.27086e-16	-0.911743
324.527	7.45747e-16	-0.897727
324.684	7.65254e-16	-0.886543
324.841	7.85617e-16	-0.878263
324.998	8.06205e-16	-0.87241
325.155	8.27161e-16	-0.868978
325.312	8.48281e-16	-0.867891
325.469	8.69212e-16	-0.868907
325.626	8.89857e-16	-0.871807
325.783	9.10278e-16	-0.876611
325.94	9.30027e-16	-0.883015
326.097	9.49252e-16	-0.890767
326.254	9.67745e-16	-0.899969
326.411	9.85416e-16	-0.91045
326.569	1.00211e-15	-0.921702
326.726	1.01779e-15	-0.934113
326.883	1.03236e-15	-0.947323
327.04	1.04588e-15	-0.961194
327.197	1.0582e-15	-0.975725
327.354	1.06929e-15	-0.990762
327.511	1.07908e-15	-1.00623
327.668	1.08751e-15	-1.02214
327.825	1.09469e-15	-1.03819
327.982	1.1006e-15	-1.05446
328.139	1.10507e-15	-1.07079
328.296	1.1083e-15	-1.08721
328.454	1.11013e-15	-1.10353
328.611	1.11077e-15	-1.11984
328.768	1.10994e-15	-1.13584
328.925	1.10787e-15	-1.15166
329.082	1.10451e-15	-1.16724
329.239	1.10011e-15	-1.18228
329.396	1.09451e-15	-1.19704
329.553	1.08778e-15	-1.21106
329.71	1.07996e-15	-1.22462
329.867	1.07127e-15	-1.23761
330.024	1.06166e-15	-1.24974
330.181	1.05121e-15	-1.26109
330.338	1.03997e-15	-1.27161
330.496	1.02819e-15	-1.2812
330.653	1.01574e-15	-1.28986
330.81	1.0029e-15	-1.29743
330.967	9.89637e-16	-1.30395
331.124	9.76167e-16	-1.30925
331.281	9.62522e-16	-1.31325
331.438	9.48916e-16	-1.31615
331.595	9.3541e-16	-1.31775
331.752	9.21997e-16	-1.31794
331.909	9.09008e-16	-1.31689
332.066	8.96426e-16	-1.3146
332.223	8.84439e-16	-1.31095
332.381	8.73087e-16	-1.30614
332.538	8.62428e-16	-1.30025
332.695	8.52626e-16	-1.29305
332.852	8.43768e-16	-1.28501
333.009	8.3592e-16	-1.27616
333.166	8.29156e-16	-1.26648
333.323	8.23326e-16	-1.25629
333.48	8.18707e-16	-1.24555
333.637	8.15098e-16	-1.23484
333.794	8.12732e-16	-1.2239
333.951	8.11319e-16	-1.21317
334.108	8.11057e-16	-1.20257
334.265	8.11668e-16	-1.1927
334.423	8.13256e-16	-1.1832
334.58	8.15589e-16	-1.17453
334.737	8.18699e-16	-1.16649
334.894	8.22341e-16	-1.15951
335.051	8.26563e-16	-1.15347
335.208	8.3125e-16	-1.14829
335.365	8.36124e-16	-1.14435
335.522	8.41227e-16	-1.14134
335.679	8.46448e-16	-1.13932
335.836	8.5154e-16	-1.13826
335.993	8.56528e-16	-1.13839
336.15	8.61446e-16	-1.13925
336.307	8.6587e-16	-1.14106
336.465	8.70048e-16	-1.14351
336.622	8.73679e-16	-1.14685
336.779	8.76698e-16	-1.15063
336.936	8.79205e-16	-1.15523
337.093	8.81135e-16	-1.16015
337.25	8.82279e-16	-1.16559
337.407	8.82639e-16	-1.17124
337.564	8.82365e-16	-1.17711
337.721	8.8129e-16	-1.18304
337.878	8.79434e-16	-1.18915
338.035	8.76677e-16	-1.19514
338.192	8.73314e-16	-1.20085
338.35	8.6915e-16	-1.20656
338.507	8.64188e-16	-1.21168
338.664	8.58507e-16	-1.21652
338.821	8.52174e-16	-1.22074
338.978	8.45295e-16	-1.22426
339.135	8.37846e-16	-1.2271
339.292	8.29911e-16	-1.22935
339.449	8.21395e-16	-1.2304
339.606	8.12722e-16	-1.2304
339.763	8.03671e-16	-1.22949
339.92	7.94596e-16	-1.22723
340.077	7.85506e-16	-1.22375
340.234	7.76331e-16	-1.21909
340.392	7.675e-16	-1.21293
340.549	7.58852e-16	-1.20547
340.706	7.50606e-16	-1.19666
340.863	7.42979e-16	-1.18639
341.02	7.36174e-16	-1.17488
341.177	7.29827e-16	-1.16192
341.334	7.24498e-16	-1.14797
341.491	7.2035e-16	-1.133
341.648	7.17121e-16	-1.11714
341.805	7.15176e-16	-1.1006
341.962	7.14382e-16	-1.08343
342.119	7.14942e-16	-1.06612
342.277	7.16911e-16	-1.04892
342.434	7.20028e-16	-1.03184
342.591	7.24546e-16	-1.01521
342.748	7.30308e-16	-0.999347
342.905	7.37329e-16	-0.984281
343.062	7.45569e-16	-0.97039
343.219	7.54697e-16	-0.957608
343.376	7.64955e-16	-0.94622
343.533	7.75984e-16	-0.936252
343.69	7.87775e-16	-0.927666
343.847	8.00302e-16	-0.920881
344.004	8.13285e-16	-0.915505
344.161	8.26645e-16	-0.911737
344.319	8.40466e-16	-0.909524
344.476	8.54289e-16	-0.908726
344.633	8.68105e-16	-0.909357
344.79	8.81932e-16	-0.911481
344.947	8.95635e-16	-0.914811
345.104	9.09025e-16	-0.919294
345.261	9.22022e-16	-0.925054
345.418	9.34453e-16	-0.931958
345.575	9.4663e-16	-0.939647
345.732	9.57895e-16	-0.948369
345.889	9.68616e-16	-0.957765
346.046	9.78642e-16	-0.967949
346.204	9.8779e-16	-0.978819
346.361	9.95998e-16	-0.990262
346.518	1.00347e-15	-1.00221
346.675	1.00983e-15	-1.01468
346.832	1.0153e-15	-1.02734
346.989	1.01988e-15	-1.04037
347.146	1.02333e-15	-1.05356
347.303	1.02579e-15	-1.06704
347.46	1.02716e-15	-1.08054
347.617	1.02753e-15	-1.09389
347.774	1.02686e-15	-1.10748
347.931	1.02521e-15	-1.12077
348.088	1.02238e-15	-1.13391
348.246	1.01866e-15	-1.14671
348.403	1.01402e-15	-1.15941
348.56	1.00851e-15	-1.17168
348.717	1.00201e-15	-1.18338
348.874	9.94778e-16	-1.1948
349.031	9.86687e-16	-1.20536
349.188	9.7786e-16	-1.21555
349.345	9.68382e-16	-1.22493
349.502	9.58192e-16	-1.23355
349.659	9.47629e-16	-1.24133
349.816	9.36513e-16	-1.24827
349.973	9.25006e-16	-1.25417
350.131	9.13234e-16	-1.25912
350.288	9.01196e-16	-1.26302
350.445	8.89104e-16	-1.26587
350.602	8.76896e-16	-1.26729
350.759	8.6491e-16	-1.26775
350.916	8.52962e-16	-1.26709
351.073	8.41276e-16	-1.26513
351.23	8.29979e-16	-1.26195
351.387	8.19199e-16	-1.25762
351.544	8.08977e-16	-1.25206
351.701	7.99302e-16	-1.24531
351.858	7.90327e-16	-1.23769
352.015	7.82206e-16	-1.22916
352.173	7.74912e-16	-1.21951
352.33	7.68518e-16	-1.20919
352.487	7.63153e-16	-1.19841
352.644	7.58624e-16	-1.187
352.801	7.55081e-16	-1.17538
352.958	7.52662e-16	-1.16358
353.115	7.51097e-16	-1.15183
353.272	7.50572e-16	-1.14029
353.429	7.50909e-16	-1.12902
353.586	7.52074e-16	-1.11828
353.743	7.53983e-16	-1.10805
353.9	7.56719e-16	-1.09858
354.057	7.59968e-16	-1.08992
354.215	7.63863e-16	-1.08213
354.372	7.68166e-16	-1.0753
354.529	7.72856e-16	-1.06938
354.686	7.77783e-16	-1.06452
354.843	7.82909e-16	-1.06053
355	7.88167e-16	-1.05757
355.157	7.93422e-16	-1.05563
355.314	7.98527e-16	-1.0544
355.471	8.03457e-16	-1.05435
355.628	8.08281e-16	-1.05465
355.785	8.1258e-16	-1.0561
355.942	8.16569e-16	-1.05804
356.1	8.20128e-16	-1.06071
356.257	8.23272e-16	-1.0638
356.414	8.25838e-16	-1.06736
356.571	8.27886e-16	-1.07131
356.728	8.2918e-16	-1.07549
356.885	8.30066e-16	-1.08008
357.042	8.30214e-16	-1.08461
357.199	8.29725e-16	-1.0892
357.356	8.28572e-16	-1.09386
357.513	8.26838e-16	-1.09826
357.67	8.24434e-16	-1.10254
357.827	8.21311e-16	-1.10662
357.984	8.1795e-16	-1.10998
358.142	8.13713e-16	-1.11335
358.299	8.09179e-16	-1.1156
358.456	8.04097e-16	-1.11773
358.613	7.98715e-16	-1.1189
358.77	7.92839e-16	-1.11933
358.927	7.86974e-16	-1.11876
359.084	7.8074e-16	-1.11756
359.241	7.74439e-16	-1.11519
359.398	7.68169e-16	-1.11186
359.555	7.61994e-16	-1.10743
359.712	7.55907e-16	-1.10199
359.869	7.50213e-16	-1.09546
360.027	7.44845e-16	-1.08781
360.184	7.39909e-16	-1.07926
360.341	7.3567e-16	-1.06955
360.498	7.3203e-16	-1.05891
360.655	7.29168e-16	-1.04746
360.812	7.27154e-16	-1.03549
360.969	7.26034e-16	-1.02271
361.126	7.25917e-16	-1.00954
361.283	7.26792e-16	-0.996194
361.44	7.2874e-16	-0.982753
361.597	7.31748e-16	-0.96941
361.754	7.35848e-16	-0.956478
361.911	7.41024e-16	-0.943811
362.069	7.47147e-16	-0.931888
362.226	7.54495e-16	-0.92081
362.383	7.62625e-16	-0.910477
362.54	7.7173e-16	-0.90132
362.697	7.81575e-16	-0.893475
362.854	7.92153e-16	-0.886696
363.011	8.0343e-16	-0.881244
363.168	8.15164e-16	-0.877219
363.325	8.27358e-16	-0.874672
363.482	8.39856e-16	-0.873377
363.639	8.52526e-16	-0.87324
363.796	8.65552e-16	-0.874555
363.954	8.78496e-16	-0.877101
364.111	8.9133e-16	-0.880892
364.268	9.0397e-16	-0.886121
364.425	9.16454e-16	-0.89233
364.582	9.28521e-16	-0.899524
364.739	9.40153e-16	-0.907933
364.896	9.51342e-16	-0.917126
365.053	9.61902e-16	-0.927385
365.21	9.71688e-16	-0.938278
365.367	9.8092e-16	-0.950038
365.524	9.89151e-16	-0.962555
365.681	9.96685e-16	-0.975564
365.838	1.00312e-15	-0.989283
365.996	1.00881e-15	-1.00354
366.153	1.01337e-15	-1.01798
366.31	1.01705e-15	-1.03304
366.467	1.01961e-15	-1.04832
366.624	1.02104e-15	-1.06386
