#start
#stop
# omega	 amplitude	 phase
122.679	1.7458e-15	-2.01441
122.836	1.74064e-15	-2.01128
122.993	1.7357e-15	-2.00789
123.15	1.73109e-15	-2.00421
123.308	1.72683e-15	-2.00026
123.465	1.72294e-15	-1.99607
123.622	1.71948e-15	-1.99168
123.779	1.71657e-15	-1.98699
123.936	1.71413e-15	-1.98208
124.093	1.71228e-15	-1.97706
124.25	1.71117e-15	-1.97193
124.407	1.71078e-15	-1.96665
124.564	1.71094e-15	-1.9613
124.721	1.71207e-15	-1.95596
124.878	1.71376e-15	-1.95066
125.035	1.7162e-15	-1.9453
125.192	1.71965e-15	-1.94019
125.35	1.72356e-15	-1.93516
125.507	1.72849e-15	-1.93038
125.664	1.73403e-15	-1.92573
125.821	1.74027e-15	-1.9215
125.978	1.74707e-15	-1.91768
126.135	1.75477e-15	-1.91406
126.292	1.76286e-15	-1.91095
126.449	1.77159e-15	-1.90825
126.606	1.78064e-15	-1.90606
126.763	1.79017e-15	-1.90434
126.92	1.80008e-15	-1.90301
127.077	1.81022e-15	-1.90236
127.235	1.82025e-15	-1.90219
127.392	1.83081e-15	-1.90258
127.549	1.84094e-15	-1.90356
127.706	1.8515e-15	-1.90514
127.863	1.86159e-15	-1.90724
128.02	1.87128e-15	-1.90977
128.177	1.88063e-15	-1.91288
128.334	1.88955e-15	-1.91646
128.491	1.89797e-15	-1.92062
128.648	1.90579e-15	-1.92517
128.805	1.91292e-15	-1.93019
128.962	1.9193e-15	-1.93561
129.119	1.92478e-15	-1.94145
129.277	1.9292e-15	-1.94766
129.434	1.93287e-15	-1.95413
129.591	1.93544e-15	-1.96095
129.748	1.9369e-15	-1.96805
129.905	1.93726e-15	-1.97529
130.062	1.93651e-15	-1.98269
130.219	1.93442e-15	-1.99033
130.376	1.93102e-15	-1.99802
130.533	1.92635e-15	-2.00579
130.69	1.92057e-15	-2.01359
130.847	1.91334e-15	-2.02123
131.004	1.90493e-15	-2.0289
131.161	1.895e-15	-2.03639
131.319	1.88402e-15	-2.04364
131.476	1.87162e-15	-2.0507
131.633	1.85806e-15	-2.05743
131.79	1.84322e-15	-2.0638
131.947	1.82736e-15	-2.06975
132.104	1.81029e-15	-2.07518
132.261	1.79218e-15	-2.08015
132.418	1.7731e-15	-2.08439
132.575	1.75324e-15	-2.08808
132.732	1.73252e-15	-2.09097
132.889	1.71112e-15	-2.09304
133.046	1.6891e-15	-2.09421
133.204	1.6667e-15	-2.0944
133.361	1.64408e-15	-2.09358
133.518	1.62117e-15	-2.09165
133.675	1.59831e-15	-2.08859
133.832	1.57555e-15	-2.08427
133.989	1.55325e-15	-2.07874
134.146	1.5314e-15	-2.07193
134.303	1.51027e-15	-2.06369
134.46	1.49e-15	-2.05422
134.617	1.47098e-15	-2.0432
134.774	1.45306e-15	-2.03097
134.931	1.43665e-15	-2.01752
135.088	1.42204e-15	-2.00269
135.246	1.40926e-15	-1.98693
135.403	1.39858e-15	-1.97004
135.56	1.39006e-15	-1.95233
135.717	1.38376e-15	-1.93391
135.874	1.37991e-15	-1.91494
136.031	1.37861e-15	-1.8958
136.188	1.37991e-15	-1.8765
136.345	1.38361e-15	-1.85735
136.502	1.38996e-15	-1.83862
136.659	1.39862e-15	-1.8204
136.816	1.40981e-15	-1.80302
136.973	1.42332e-15	-1.78655
137.131	1.43895e-15	-1.77119
137.288	1.45661e-15	-1.75701
137.445	1.47611e-15	-1.74432
137.602	1.4972e-15	-1.73288
137.759	1.51976e-15	-1.72307
137.916	1.5436e-15	-1.71471
138.073	1.56845e-15	-1.70784
138.23	1.59415e-15	-1.70252
138.387	1.62056e-15	-1.69868
138.544	1.6473e-15	-1.69629
138.701	1.67435e-15	-1.69535
138.858	1.70133e-15	-1.69573
139.015	1.72829e-15	-1.6973
139.173	1.7549e-15	-1.70023
139.33	1.7811e-15	-1.70433
139.487	1.8068e-15	-1.70948
139.644	1.8313e-15	-1.71571
139.801	1.85521e-15	-1.72284
139.958	1.87794e-15	-1.73092
140.115	1.89949e-15	-1.7398
140.272	1.91965e-15	-1.74943
140.429	1.9386e-15	-1.75975
140.586	1.95594e-15	-1.77073
140.743	1.97178e-15	-1.78228
140.9	1.98581e-15	-1.79435
141.058	1.99822e-15	-1.80688
141.215	2.00884e-15	-1.8198
141.372	2.01761e-15	-1.83304
141.529	2.02444e-15	-1.8466
141.686	2.02934e-15	-1.86045
141.843	2.03235e-15	-1.8744
142	2.03328e-15	-1.88853
142.157	2.03209e-15	-1.90273
142.314	2.0291e-15	-1.91695
142.471	2.02397e-15	-1.93116
142.628	2.0169e-15	-1.94531
142.785	2.00779e-15	-1.95933
142.942	1.99675e-15	-1.97319
143.1	1.98364e-15	-1.98676
143.257	1.9688e-15	-1.99999
143.414	1.95196e-15	-2.01295
143.571	1.93347e-15	-2.02546
143.728	1.91308e-15	-2.03755
143.885	1.89119e-15	-2.04906
144.042	1.86754e-15	-2.05988
144.199	1.8427e-15	-2.07003
144.356	1.81632e-15	-2.07946
144.513	1.78865e-15	-2.08796
144.67	1.75997e-15	-2.0956
144.827	1.7301e-15	-2.10221
144.985	1.69941e-15	-2.10765
145.142	1.66793e-15	-2.11196
145.299	1.63595e-15	-2.11498
145.456	1.60369e-15	-2.1165
145.613	1.57119e-15	-2.11653
145.77	1.53876e-15	-2.11498
145.927	1.50634e-15	-2.11169
146.084	1.47454e-15	-2.10661
146.241	1.44345e-15	-2.09962
146.398	1.41328e-15	-2.09074
146.555	1.38408e-15	-2.07984
146.712	1.35647e-15	-2.06691
146.869	1.33064e-15	-2.05193
147.027	1.30666e-15	-2.035
147.184	1.28496e-15	-2.01606
147.341	1.26541e-15	-1.99512
147.498	1.24887e-15	-1.97269
147.655	1.23524e-15	-1.94895
147.812	1.22459e-15	-1.92402
147.969	1.21729e-15	-1.89831
148.126	1.2131e-15	-1.87197
148.283	1.2122e-15	-1.84558
148.44	1.21459e-15	-1.81941
148.597	1.22018e-15	-1.79369
148.754	1.22895e-15	-1.76887
148.911	1.24068e-15	-1.74526
149.069	1.25505e-15	-1.72306
149.226	1.27213e-15	-1.70258
149.383	1.29159e-15	-1.68381
149.54	1.31305e-15	-1.66696
149.697	1.33615e-15	-1.65213
149.854	1.36101e-15	-1.63935
150.011	1.38712e-15	-1.62851
150.168	1.41427e-15	-1.6197
150.325	1.44207e-15	-1.61271
150.482	1.47051e-15	-1.60779
150.639	1.49922e-15	-1.60437
150.796	1.52809e-15	-1.60276
150.954	1.5568e-15	-1.60267
151.111	1.58526e-15	-1.60412
151.268	1.61311e-15	-1.60685
151.425	1.64033e-15	-1.61101
151.582	1.66686e-15	-1.61622
151.739	1.69239e-15	-1.62262
151.896	1.71687e-15	-1.62993
152.053	1.74016e-15	-1.63814
152.21	1.76214e-15	-1.64712
152.367	1.78281e-15	-1.65699
152.524	1.80195e-15	-1.66742
152.681	1.8196e-15	-1.67845
152.838	1.83566e-15	-1.68996
152.996	1.85003e-15	-1.70195
153.153	1.86268e-15	-1.71436
153.31	1.87356e-15	-1.72705
153.467	1.88275e-15	-1.74004
153.624	1.89005e-15	-1.75317
153.781	1.89561e-15	-1.7665
153.938	1.89923e-15	-1.7799
154.095	1.90118e-15	-1.79341
154.252	1.90106e-15	-1.80689
154.409	1.89923e-15	-1.82029
154.566	1.89584e-15	-1.83359
154.723	1.89043e-15	-1.84669
154.881	1.8834e-15	-1.85966
155.038	1.87466e-15	-1.87233
155.195	1.86428e-15	-1.8847
155.352	1.85226e-15	-1.89669
155.509	1.83887e-15	-1.90822
155.666	1.8239e-15	-1.91931
155.823	1.80768e-15	-1.92986
155.98	1.79007e-15	-1.93988
156.137	1.77135e-15	-1.94919
156.294	1.75151e-15	-1.95783
156.451	1.7306e-15	-1.96572
156.608	1.70891e-15	-1.97279
156.765	1.6864e-15	-1.97903
156.923	1.66326e-15	-1.98434
157.08	1.63962e-15	-1.98865
157.237	1.6156e-15	-1.99191
157.394	1.59135e-15	-1.99408
157.551	1.56703e-15	-1.99509
157.708	1.54275e-15	-1.99495
157.865	1.51872e-15	-1.99359
158.022	1.49501e-15	-1.99096
158.179	1.47184e-15	-1.98705
158.336	1.44948e-15	-1.98182
158.493	1.42777e-15	-1.97534
158.65	1.40726e-15	-1.96764
158.808	1.38786e-15	-1.95858
158.965	1.36968e-15	-1.94838
159.122	1.353e-15	-1.93698
159.279	1.33802e-15	-1.92462
159.436	1.32456e-15	-1.91133
159.593	1.31295e-15	-1.89717
159.75	1.30318e-15	-1.88228
159.907	1.2954e-15	-1.86704
160.064	1.28943e-15	-1.85134
160.221	1.28542e-15	-1.83552
160.378	1.28352e-15	-1.8196
160.535	1.28328e-15	-1.80393
160.692	1.28498e-15	-1.78852
160.85	1.28846e-15	-1.7736
161.007	1.29348e-15	-1.75933
161.164	1.30023e-15	-1.7458
161.321	1.30826e-15	-1.7331
161.478	1.31762e-15	-1.72138
161.635	1.32811e-15	-1.71058
161.792	1.33954e-15	-1.70084
161.949	1.35179e-15	-1.69238
162.106	1.36473e-15	-1.68486
162.263	1.37826e-15	-1.67845
162.42	1.39213e-15	-1.67306
162.577	1.4062e-15	-1.66888
162.734	1.42042e-15	-1.66562
162.892	1.4346e-15	-1.66336
163.049	1.44857e-15	-1.66204
163.206	1.46228e-15	-1.66163
163.363	1.47572e-15	-1.66208
163.52	1.48858e-15	-1.66318
163.677	1.501e-15	-1.66514
163.834	1.51256e-15	-1.66757
163.991	1.52354e-15	-1.67063
164.148	1.53371e-15	-1.67428
164.305	1.54294e-15	-1.67837
164.462	1.55151e-15	-1.68273
164.619	1.55903e-15	-1.68763
164.777	1.56573e-15	-1.69265
164.934	1.57142e-15	-1.69792
165.091	1.57609e-15	-1.70336
165.248	1.57989e-15	-1.70887
165.405	1.58265e-15	-1.71442
165.562	1.58451e-15	-1.7201
165.719	1.58549e-15	-1.7256
165.876	1.5855e-15	-1.73106
166.033	1.58461e-15	-1.73632
166.19	1.58296e-15	-1.74146
166.347	1.58053e-15	-1.7464
166.504	1.57723e-15	-1.75093
166.661	1.57337e-15	-1.75536
166.819	1.569e-15	-1.75936
166.976	1.56397e-15	-1.76309
167.133	1.55843e-15	-1.76628
167.29	1.55238e-15	-1.76913
167.447	1.54623e-15	-1.77146
167.604	1.53958e-15	-1.7734
167.761	1.53293e-15	-1.77477
167.918	1.52612e-15	-1.77585
168.075	1.51927e-15	-1.77629
168.232	1.5125e-15	-1.77636
168.389	1.50577e-15	-1.77589
168.546	1.49945e-15	-1.775
168.704	1.49328e-15	-1.7737
168.861	1.4875e-15	-1.77199
169.018	1.48203e-15	-1.76985
169.175	1.47707e-15	-1.76748
169.332	1.47274e-15	-1.76479
169.489	1.46889e-15	-1.76171
169.646	1.46557e-15	-1.75863
169.803	1.46297e-15	-1.75537
169.96	1.46094e-15	-1.75185
170.117	1.45956e-15	-1.74842
170.274	1.45877e-15	-1.74497
170.431	1.45872e-15	-1.74161
170.588	1.45917e-15	-1.73837
170.746	1.46018e-15	-1.73529
170.903	1.46186e-15	-1.73243
171.06	1.46391e-15	-1.72984
171.217	1.4664e-15	-1.72752
171.374	1.46934e-15	-1.72547
171.531	1.47258e-15	-1.72395
171.688	1.47621e-15	-1.72278
171.845	1.47989e-15	-1.72203
172.002	1.4838e-15	-1.72157
172.159	1.48788e-15	-1.72169
172.316	1.49158e-15	-1.72224
172.473	1.49549e-15	-1.72317
172.631	1.49908e-15	-1.72451
172.788	1.50247e-15	-1.72628
172.945	1.50559e-15	-1.72844
173.102	1.50832e-15	-1.73106
173.259	1.5106e-15	-1.73393
173.416	1.51247e-15	-1.73722
173.573	1.51375e-15	-1.74069
173.73	1.51436e-15	-1.74439
173.887	1.51439e-15	-1.74844
174.044	1.51378e-15	-1.75263
174.201	1.51229e-15	-1.75695
174.358	1.51027e-15	-1.76139
174.515	1.50745e-15	-1.76589
174.673	1.50382e-15	-1.77032
174.83	1.49941e-15	-1.77474
174.987	1.49437e-15	-1.77907
175.144	1.48837e-15	-1.78335
175.301	1.48188e-15	-1.78733
175.458	1.47434e-15	-1.79113
175.615	1.46631e-15	-1.79464
175.772	1.4576e-15	-1.79777
175.929	1.44821e-15	-1.80056
176.086	1.43835e-15	-1.8029
176.243	1.42793e-15	-1.80473
176.4	1.41709e-15	-1.80606
176.558	1.40581e-15	-1.80676
176.715	1.39433e-15	-1.80692
176.872	1.38259e-15	-1.80633
177.029	1.37054e-15	-1.80509
177.186	1.35874e-15	-1.80303
177.343	1.34696e-15	-1.80032
177.5	1.33519e-15	-1.79675
177.657	1.32395e-15	-1.79247
177.814	1.31278e-15	-1.78732
177.971	1.30209e-15	-1.78138
178.128	1.29217e-15	-1.77483
178.285	1.28278e-15	-1.76726
178.442	1.27423e-15	-1.75916
178.6	1.26658e-15	-1.75036
178.757	1.25974e-15	-1.74075
178.914	1.25394e-15	-1.73097
179.071	1.24939e-15	-1.72055
179.228	1.24608e-15	-1.70978
179.385	1.24352e-15	-1.69887
179.542	1.24247e-15	-1.68765
179.699	1.24265e-15	-1.67644
179.856	1.24408e-15	-1.66525
180.013	1.24673e-15	-1.65433
180.17	1.25059e-15	-1.64372
180.327	1.25573e-15	-1.63343
180.484	1.26182e-15	-1.6236
180.642	1.26914e-15	-1.61441
180.799	1.27739e-15	-1.60579
180.956	1.28649e-15	-1.59793
181.113	1.29657e-15	-1.59083
181.27	1.30712e-15	-1.58455
181.427	1.31856e-15	-1.57918
181.584	1.3303e-15	-1.57453
181.741	1.34253e-15	-1.57087
181.898	1.35499e-15	-1.56811
182.055	1.36772e-15	-1.56619
182.212	1.38055e-15	-1.56504
182.369	1.39324e-15	-1.56473
182.527	1.406e-15	-1.56527
182.684	1.41845e-15	-1.56666
182.841	1.43048e-15	-1.56861
182.998	1.44217e-15	-1.57141
183.155	1.45368e-15	-1.57475
183.312	1.46432e-15	-1.57886
183.469	1.4745e-15	-1.58342
183.626	1.48379e-15	-1.5885
183.783	1.4926e-15	-1.59412
183.94	1.50057e-15	-1.60013
184.097	1.50745e-15	-1.60635
184.254	1.51376e-15	-1.61301
184.411	1.5191e-15	-1.61994
184.569	1.52347e-15	-1.62717
184.726	1.52672e-15	-1.63444
184.883	1.52938e-15	-1.64189
185.04	1.53063e-15	-1.64942
185.197	1.53121e-15	-1.65695
185.354	1.53071e-15	-1.66459
185.511	1.52913e-15	-1.67202
185.668	1.52698e-15	-1.67956
185.825	1.52353e-15	-1.68687
185.982	1.51934e-15	-1.69379
186.139	1.51435e-15	-1.70058
186.296	1.50848e-15	-1.70728
186.454	1.50183e-15	-1.71359
186.611	1.4947e-15	-1.71929
186.768	1.48651e-15	-1.72478
186.925	1.47799e-15	-1.72989
187.082	1.46853e-15	-1.73442
187.239	1.45915e-15	-1.73864
187.396	1.44885e-15	-1.74222
187.553	1.43841e-15	-1.74515
187.71	1.42744e-15	-1.74777
187.867	1.41688e-15	-1.74969
188.024	1.40589e-15	-1.75083
188.181	1.39463e-15	-1.75143
188.338	1.38365e-15	-1.75161
188.496	1.37274e-15	-1.75077
188.653	1.36216e-15	-1.74975
188.81	1.35174e-15	-1.74795
188.967	1.34162e-15	-1.74559
189.124	1.33192e-15	-1.74245
189.281	1.32281e-15	-1.73884
189.438	1.31387e-15	-1.73458
189.595	1.30589e-15	-1.73033
189.752	1.29859e-15	-1.7252
189.909	1.29192e-15	-1.71966
190.066	1.28587e-15	-1.71382
190.223	1.28047e-15	-1.70811
190.381	1.27587e-15	-1.70192
190.538	1.27191e-15	-1.69548
190.695	1.26893e-15	-1.68915
190.852	1.2666e-15	-1.68277
191.009	1.26507e-15	-1.67634
191.166	1.2639e-15	-1.67
191.323	1.26372e-15	-1.66395
191.48	1.2643e-15	-1.65787
191.637	1.26521e-15	-1.65236
191.794	1.26656e-15	-1.64694
191.951	1.26875e-15	-1.64209
192.108	1.27103e-15	-1.63724
192.265	1.27411e-15	-1.63289
192.423	1.27703e-15	-1.62912
192.58	1.28044e-15	-1.62563
192.737	1.28411e-15	-1.62261
192.894	1.28765e-15	-1.62006
193.051	1.2913e-15	-1.61777
193.208	1.29488e-15	-1.61618
193.365	1.29879e-15	-1.61472
193.522	1.3023e-15	-1.61376
193.679	1.30599e-15	-1.61306
193.836	1.30908e-15	-1.61277
193.993	1.31228e-15	-1.61277
194.15	1.3149e-15	-1.61278
194.308	1.31739e-15	-1.61344
194.465	1.3194e-15	-1.61435
194.622	1.32121e-15	-1.61502
194.779	1.32273e-15	-1.61601
194.936	1.32357e-15	-1.61729
195.093	1.32427e-15	-1.61868
195.25	1.32448e-15	-1.61984
195.407	1.32435e-15	-1.62121
195.564	1.3238e-15	-1.62249
195.721	1.32311e-15	-1.62375
195.878	1.32185e-15	-1.62496
196.035	1.32019e-15	-1.62593
196.192	1.31836e-15	-1.62679
196.35	1.31627e-15	-1.62749
196.507	1.3138e-15	-1.62806
196.664	1.31114e-15	-1.62839
196.821	1.30839e-15	-1.62854
196.978	1.30546e-15	-1.62831
197.135	1.30228e-15	-1.62782
197.292	1.29917e-15	-1.62723
197.449	1.296e-15	-1.62626
197.606	1.29299e-15	-1.62508
197.763	1.28971e-15	-1.62354
197.92	1.28696e-15	-1.62171
198.077	1.28417e-15	-1.61992
198.234	1.28143e-15	-1.61742
198.392	1.27886e-15	-1.61503
198.549	1.27704e-15	-1.61242
198.706	1.27495e-15	-1.60945
198.863	1.27336e-15	-1.60628
199.02	1.27213e-15	-1.603
199.177	1.27154e-15	-1.59968
199.334	1.27112e-15	-1.59628
199.491	1.27129e-15	-1.59282
199.648	1.27147e-15	-1.58947
199.805	1.2723e-15	-1.58594
199.962	1.27324e-15	-1.58262
200.119	1.27501e-15	-1.5795
200.277	1.27698e-15	-1.57623
200.434	1.27908e-15	-1.57338
200.591	1.28229e-15	-1.57051
200.748	1.2852e-15	-1.56791
200.905	1.28882e-15	-1.56567
201.062	1.29226e-15	-1.56372
201.219	1.29614e-15	-1.56211
201.376	1.30026e-15	-1.56069
201.533	1.30443e-15	-1.55981
201.69	1.30877e-15	-1.55882
201.847	1.31327e-15	-1.55889
202.004	1.31768e-15	-1.55874
202.161	1.3222e-15	-1.55923
202.319	1.32669e-15	-1.56006
202.476	1.33092e-15	-1.56129
202.633	1.33526e-15	-1.56252
202.79	1.33912e-15	-1.56445
202.947	1.3428e-15	-1.56659
203.104	1.34617e-15	-1.56919
203.261	1.34948e-15	-1.57185
203.418	1.35243e-15	-1.57494
203.575	1.35497e-15	-1.57816
203.732	1.35706e-15	-1.58181
203.889	1.35865e-15	-1.58544
204.046	1.35996e-15	-1.58938
204.204	1.36071e-15	-1.59337
204.361	1.36096e-15	-1.59755
204.518	1.36056e-15	-1.60192
204.675	1.3598e-15	-1.60632
204.832	1.35863e-15	-1.6107
204.989	1.35676e-15	-1.61523
205.146	1.35425e-15	-1.61965
205.303	1.35122e-15	-1.62399
205.46	1.34764e-15	-1.6283
205.617	1.34374e-15	-1.63256
205.774	1.33895e-15	-1.63656
205.931	1.33394e-15	-1.6405
206.088	1.32822e-15	-1.64409
206.246	1.32218e-15	-1.64744
206.403	1.31553e-15	-1.65076
206.56	1.3085e-15	-1.65378
206.717	1.30122e-15	-1.65628
206.874	1.29348e-15	-1.65827
207.031	1.28554e-15	-1.66004
207.188	1.27726e-15	-1.6617
207.345	1.26862e-15	-1.6624
207.502	1.25987e-15	-1.66288
207.659	1.25091e-15	-1.6628
207.816	1.24198e-15	-1.66208
207.973	1.23287e-15	-1.66097
208.131	1.22383e-15	-1.65922
208.288	1.215e-15	-1.65696
208.445	1.2061e-15	-1.65411
208.602	1.1974e-15	-1.65073
208.759	1.18894e-15	-1.64678
208.916	1.18108e-15	-1.64209
209.073	1.1735e-15	-1.63684
209.23	1.16622e-15	-1.63127
209.387	1.15935e-15	-1.62494
209.544	1.15325e-15	-1.61808
209.701	1.14743e-15	-1.61086
209.858	1.14262e-15	-1.60309
210.015	1.13843e-15	-1.5951
210.173	1.13476e-15	-1.58669
210.33	1.13202e-15	-1.5778
210.487	1.13009e-15	-1.56915
210.644	1.12907e-15	-1.55999
210.801	1.1287e-15	-1.55081
210.958	1.12928e-15	-1.54186
211.115	1.13059e-15	-1.53285
211.272	1.13291e-15	-1.52396
211.429	1.13584e-15	-1.51529
211.586	1.13991e-15	-1.50681
211.743	1.14457e-15	-1.49886
211.9	1.14988e-15	-1.4912
212.058	1.15612e-15	-1.48407
212.215	1.16302e-15	-1.47742
212.372	1.17034e-15	-1.47132
212.529	1.17848e-15	-1.46588
212.686	1.18668e-15	-1.46107
212.843	1.19591e-15	-1.45686
213	1.20509e-15	-1.45348
213.157	1.21486e-15	-1.45062
213.314	1.22463e-15	-1.4486
213.471	1.23471e-15	-1.44709
213.628	1.24493e-15	-1.44631
213.785	1.25509e-15	-1.44643
213.942	1.26522e-15	-1.44706
214.1	1.2754e-15	-1.44834
214.257	1.28532e-15	-1.45039
214.414	1.29489e-15	-1.45305
214.571	1.30436e-15	-1.45633
214.728	1.31355e-15	-1.46004
214.885	1.32208e-15	-1.46435
215.042	1.33041e-15	-1.46936
215.199	1.33802e-15	-1.47473
215.356	1.34514e-15	-1.48045
215.513	1.35168e-15	-1.48672
215.67	1.35734e-15	-1.49331
215.827	1.36267e-15	-1.50025
215.984	1.36705e-15	-1.50757
216.142	1.37076e-15	-1.51506
216.299	1.37361e-15	-1.52294
216.456	1.37571e-15	-1.53096
216.613	1.37691e-15	-1.53912
216.77	1.37724e-15	-1.54741
216.927	1.37684e-15	-1.55581
217.084	1.37538e-15	-1.5642
217.241	1.37305e-15	-1.57259
217.398	1.36981e-15	-1.58104
217.555	1.36572e-15	-1.58942
217.712	1.3609e-15	-1.59744
217.869	1.35493e-15	-1.60557
218.027	1.34831e-15	-1.61333
218.184	1.34056e-15	-1.62092
218.341	1.33235e-15	-1.62811
218.498	1.32329e-15	-1.635
218.655	1.31338e-15	-1.64145
218.812	1.30273e-15	-1.64751
218.969	1.29159e-15	-1.65305
219.126	1.27973e-15	-1.65803
219.283	1.26736e-15	-1.66241
219.44	1.25446e-15	-1.66612
219.597	1.24134e-15	-1.66907
219.754	1.22767e-15	-1.67132
219.911	1.21378e-15	-1.67286
220.069	1.19972e-15	-1.67347
220.226	1.18538e-15	-1.6732
220.383	1.17119e-15	-1.67207
220.54	1.15713e-15	-1.66982
220.697	1.14312e-15	-1.66664
220.854	1.12939e-15	-1.66249
221.011	1.11597e-15	-1.65719
221.168	1.10321e-15	-1.65091
221.325	1.0911e-15	-1.64372
221.482	1.07945e-15	-1.63519
221.639	1.06859e-15	-1.62598
221.796	1.05884e-15	-1.61582
221.954	1.0498e-15	-1.60473
222.111	1.04199e-15	-1.59292
222.268	1.03528e-15	-1.58038
222.425	1.0298e-15	-1.56723
222.582	1.02534e-15	-1.55358
222.739	1.02246e-15	-1.5397
222.896	1.0208e-15	-1.52548
223.053	1.02038e-15	-1.51135
223.21	1.02117e-15	-1.49723
223.367	1.02353e-15	-1.48341
223.524	1.02717e-15	-1.46993
223.681	1.03191e-15	-1.45694
223.838	1.03778e-15	-1.44447
223.996	1.04476e-15	-1.43294
224.153	1.05288e-15	-1.42219
224.31	1.06173e-15	-1.41218
224.467	1.07136e-15	-1.40316
224.624	1.08207e-15	-1.39527
224.781	1.0931e-15	-1.38828
224.938	1.10476e-15	-1.38237
225.095	1.1167e-15	-1.37764
225.252	1.12917e-15	-1.3738
225.409	1.14167e-15	-1.37104
225.566	1.15421e-15	-1.36926
225.723	1.16693e-15	-1.36848
225.881	1.17956e-15	-1.36872
226.038	1.19195e-15	-1.36979
226.195	1.20393e-15	-1.37168
226.352	1.21565e-15	-1.37436
226.509	1.22694e-15	-1.37778
226.666	1.23774e-15	-1.38178
226.823	1.24797e-15	-1.38654
226.98	1.25747e-15	-1.39189
227.137	1.26647e-15	-1.3976
227.294	1.27455e-15	-1.40399
227.451	1.2819e-15	-1.41069
227.608	1.28854e-15	-1.41765
227.765	1.29436e-15	-1.42501
227.923	1.29923e-15	-1.4326
228.08	1.30321e-15	-1.44044
228.237	1.30653e-15	-1.44835
228.394	1.30887e-15	-1.4564
228.551	1.31029e-15	-1.46449
228.708	1.3107e-15	-1.47258
228.865	1.31046e-15	-1.48053
229.022	1.30932e-15	-1.48845
229.179	1.30725e-15	-1.49623
229.336	1.30438e-15	-1.5038
229.493	1.30088e-15	-1.51115
229.65	1.29648e-15	-1.51821
229.808	1.29154e-15	-1.52498
229.965	1.28584e-15	-1.53145
230.122	1.27943e-15	-1.53732
230.279	1.2725e-15	-1.54294
230.436	1.26522e-15	-1.54803
230.593	1.25741e-15	-1.5526
230.75	1.24929e-15	-1.55676
230.907	1.24082e-15	-1.5602
231.064	1.23213e-15	-1.56324
231.221	1.22308e-15	-1.56558
231.378	1.21408e-15	-1.56726
231.535	1.20506e-15	-1.56837
231.692	1.19598e-15	-1.56886
231.85	1.18699e-15	-1.5688
232.007	1.17817e-15	-1.56806
232.164	1.16961e-15	-1.56669
232.321	1.16145e-15	-1.5648
232.478	1.1535e-15	-1.56231
232.635	1.14603e-15	-1.55923
232.792	1.13895e-15	-1.55566
232.949	1.13244e-15	-1.55171
233.106	1.12642e-15	-1.54735
233.263	1.12097e-15	-1.54264
233.42	1.11614e-15	-1.5376
233.577	1.11198e-15	-1.53236
233.734	1.10835e-15	-1.52689
233.892	1.10534e-15	-1.52126
234.049	1.10312e-15	-1.51573
234.206	1.10139e-15	-1.51009
234.363	1.10021e-15	-1.50464
234.52	1.09969e-15	-1.49925
234.677	1.09969e-15	-1.49407
234.834	1.10014e-15	-1.48911
234.991	1.10112e-15	-1.48445
235.148	1.10249e-15	-1.48009
235.305	1.10422e-15	-1.47621
235.462	1.1062e-15	-1.4726
235.619	1.10847e-15	-1.46937
235.777	1.1109e-15	-1.4666
235.934	1.11352e-15	-1.46423
236.091	1.11618e-15	-1.46216
236.248	1.11883e-15	-1.46065
236.405	1.12153e-15	-1.45945
236.562	1.12404e-15	-1.45876
236.719	1.1265e-15	-1.45827
236.876	1.12879e-15	-1.45827
237.033	1.13098e-15	-1.45854
237.19	1.13277e-15	-1.45907
237.347	1.13426e-15	-1.4599
237.504	1.13558e-15	-1.46086
237.661	1.13649e-15	-1.46212
237.819	1.13714e-15	-1.46348
237.976	1.13734e-15	-1.46487
238.133	1.13704e-15	-1.46638
238.29	1.13652e-15	-1.46801
238.447	1.13571e-15	-1.46952
238.604	1.13436e-15	-1.47095
238.761	1.1328e-15	-1.47233
238.918	1.13082e-15	-1.4736
239.075	1.12843e-15	-1.47474
239.232	1.12584e-15	-1.47568
239.389	1.12299e-15	-1.47637
239.546	1.11985e-15	-1.47685
239.704	1.1165e-15	-1.47697
239.861	1.11299e-15	-1.47683
240.018	1.10943e-15	-1.4764
240.175	1.10582e-15	-1.47555
240.332	1.10204e-15	-1.47445
240.489	1.09832e-15	-1.47286
240.646	1.09467e-15	-1.47102
240.803	1.09106e-15	-1.46872
240.96	1.08769e-15	-1.46615
241.117	1.08448e-15	-1.46319
241.274	1.0815e-15	-1.45986
241.431	1.0788e-15	-1.45629
241.588	1.07648e-15	-1.4524
241.746	1.07438e-15	-1.44828
241.903	1.07257e-15	-1.44392
242.06	1.07137e-15	-1.43943
242.217	1.07068e-15	-1.43482
242.374	1.07019e-15	-1.43008
242.531	1.07026e-15	-1.42531
242.688	1.07086e-15	-1.42059
242.845	1.07195e-15	-1.41596
243.002	1.07341e-15	-1.41133
243.159	1.0753e-15	-1.40693
243.316	1.07764e-15	-1.40276
243.473	1.08039e-15	-1.39878
243.631	1.08356e-15	-1.3951
243.788	1.08702e-15	-1.39165
243.945	1.09083e-15	-1.38868
244.102	1.09492e-15	-1.38612
244.259	1.09913e-15	-1.38384
244.416	1.10363e-15	-1.38198
244.573	1.10821e-15	-1.38066
